SeqID	ctrl_1	6hpi_1	1dpi_1	3dpi_1	1wpi_1	2wpi_1	3wpi_1	4wpi_1	5wpi_1	6wpi_1	12wpi_1
kctd10|ENSPMAT00000003873	1.222	9.146	1.684	5.247	5.372	2.486	2.717	2.531	6.563	2.365	3.746
kctd12b|ENSPMAT00000007497	0.223	2.688	0.632	0.844	0.588	0.319	0.318	0.420	0.495	0.303	0.861
kctd6b|ENSPMAT00000011288	3.543	15.078	4.932	11.571	12.740	7.028	4.133	5.258	12.711	11.633	11.555
kctd7|ENSPMAT00000002558	0.167	1.845	0.356	0.148	0.636	0.518	0.267	0.472	0.705	0.491	0.305
kdm1a|ENSPMAT00000001293	2.841	24.676	4.392	7.191	10.934	5.282	4.159	3.530	13.039	13.178	14.255
kdm4ab|ENSPMAT00000005195	5.956	60.859	8.342	23.306	21.683	10.310	7.460	7.739	32.756	28.520	31.943
kdm5c|ENSPMAT00000003313	1.951	11.469	2.767	6.213	5.132	3.266	4.014	2.791	8.186	7.557	8.181
kdsr|ENSPMAT00000004812	4.422	22.370	2.865	10.931	17.403	8.443	6.262	7.253	17.968	8.580	15.344
khk|ENSPMAT00000000690	5.989	25.976	12.800	6.297	14.691	10.196	7.999	9.182	24.275	36.991	15.168
kif16ba|ENSPMAT00000004582	1.606	8.428	1.226	3.453	4.535	2.415	2.330	2.225	6.984	5.228	4.462
kif17|ENSPMAT00000010617	0.634	4.928	0.908	1.349	1.739	0.812	0.739	0.758	1.887	1.853	2.282
kif23|ENSPMAT00000000453	0.260	5.288	0.401	1.149	3.773	1.240	1.414	0.705	1.645	0.889	1.473
kif3a|ENSPMAT00000004716	1.590	12.904	1.380	4.967	4.565	2.612	4.026	3.427	5.367	2.334	7.475
kif3ca|ENSPMAT00000004942	0.578	4.210	0.650	2.239	2.799	1.497	1.256	0.928	2.248	1.256	2.299
kif6|ENSPMAT00000000919	1.343	11.026	2.818	6.001	9.175	3.937	3.156	3.440	8.012	7.362	10.046
kifbp|ENSPMAT00000009184	1.844	15.279	1.634	7.201	4.821	3.006	3.868	3.609	6.503	1.892	7.081
kifc3|ENSPMAT00000002517	0.307	3.430	0.502	0.543	1.048	1.098	0.855	0.331	0.804	0.982	0.579
kiss1ra|ENSPMAT00000001608	0.261	1.321	0.706	0.364	0.530	0.215	0.418	0.376	0.498	1.402	0.201
klc1a|ENSPMAT00000010163	5.267	42.744	6.707	17.660	19.284	10.653	9.871	9.647	22.445	17.423	23.747
klf12b|ENSPMAT00000002037	1.890	15.320	3.173	4.576	6.066	4.826	5.321	2.430	4.660	3.189	6.138
klf15|ENSPMAT00000007877	0.433	1.407	1.005	0.533	0.348	0.314	0.509	0.322	1.302	2.376	0.527
klhdc10|ENSPMAT00000008979	0.874	4.028	1.383	2.937	2.462	1.415	1.756	0.973	2.518	1.477	4.248
klhdc3|ENSPMAT00000001771	0.632	3.517	1.110	2.395	1.759	1.143	1.393	0.849	2.291	1.868	3.655
klhl13|ENSPMAT00000008084	2.307	9.286	2.292	2.885	3.671	2.442	2.620	2.630	5.833	4.175	5.936
klhl18|ENSPMAT00000007745	2.464	16.377	2.988	8.156	8.691	4.185	3.047	3.211	9.973	8.323	11.004
klhl20|ENSPMAT00000005365	4.790	22.855	3.000	8.283	10.282	6.760	6.795	6.738	17.318	7.687	24.244
klhl21|ENSPMAT00000005075	1.553	42.928	1.410	1.699	4.730	3.567	1.970	2.779	7.606	1.526	3.532
klhl22|ENSPMAT00000009230	1.263	8.472	1.780	3.560	3.416	1.787	1.587	1.476	4.128	3.130	5.356
klhl26|ENSPMAT00000010412	0.315	1.929	0.573	0.892	1.268	0.718	0.595	0.575	1.832	1.405	1.395
klhl2|ENSPMAT00000004271	1.700	14.339	2.615	6.445	6.138	3.465	3.472	2.846	8.704	7.213	9.745
klhl31|ENSPMAT00000004083	0.160	0.615	0.136	0.224	0.356	0.172	0.217	0.339	0.501	0.351	0.289
klhl40a|ENSPMAT00000000114	0.190	1.110	0.218	0.510	0.459	0.389	0.432	0.907	0.873	0.892	0.365
klhl5|ENSPMAT00000004417	1.405	5.131	1.979	2.892	2.271	1.685	1.911	1.563	4.290	3.965	5.214
klhl8|ENSPMAT00000005113	2.924	18.895	4.224	8.159	8.771	4.822	3.373	2.989	10.474	11.829	12.922
kmo|ENSPMAT00000001708	0.314	0.458	1.188	0.589	0.211	0.245	0.212	0.249	0.539	7.558	0.430
kmt5b|ENSPMAT00000005012	1.227	9.280	1.077	4.339	4.734	2.290	1.969	2.040	5.097	3.016	3.729
kpna2|ENSPMAT00000010246	9.287	146.212	23.074	85.057	114.843	39.677	20.320	28.103	64.720	40.244	51.238
kpna3|ENSPMAT00000009918	6.900	65.237	11.679	44.947	33.080	13.262	11.428	9.919	31.872	27.800	51.204
kpna6|ENSPMAT00000004917	2.732	19.265	2.970	14.020	10.468	6.309	7.036	6.235	9.872	2.899	5.076
kpnb1|ENSPMAT00000007920	1.804	18.503	1.553	12.300	8.555	3.649	4.637	3.804	7.988	3.133	5.529
kpnb3|ENSPMAT00000009114	3.386	40.693	4.878	16.743	16.966	7.208	5.637	4.817	15.405	11.174	17.494
krit1|ENSPMAT00000007486	1.178	8.136	2.107	4.148	3.253	1.765	1.803	1.315	5.105	4.235	7.416
kti12|ENSPMAT00000005546	1.514	11.844	2.662	4.860	5.427	2.807	2.063	2.402	5.702	5.385	6.255
kynu|ENSPMAT00000008616	0.194	0.576	0.296	0.106	0.099	0.026	0.110	0.103	0.273	0.747	0.155
l2hgdh|ENSPMAT00000002309	0.448	3.101	0.547	1.112	1.021	0.542	0.404	0.361	0.666	0.655	1.494
lactb|ENSPMAT00000009412	1.778	9.537	2.011	4.852	8.051	3.759	3.842	2.606	7.096	7.252	10.582
lap3|ENSPMAT00000006946	3.805	27.125	8.292	18.548	19.383	8.365	4.154	5.823	18.234	20.263	13.579
larp1b|ENSPMAT00000002991	0.642	5.747	0.771	2.536	1.721	1.063	1.033	0.740	1.984	1.572	1.765
lclat1|ENSPMAT00000007440	2.524	22.929	5.163	10.217	8.839	4.646	3.406	4.895	11.911	8.773	17.400
lcmt1|ENSPMAT00000008054	3.388	23.139	4.812	12.398	12.095	5.809	3.982	5.777	13.392	11.168	12.090
lcp1|ENSPMAT00000003457	1.629	18.145	2.279	9.505	8.590	5.339	4.815	3.594	8.707	4.046	15.607
ldah|ENSPMAT00000010383	6.020	42.205	7.435	15.879	21.040	10.475	6.128	9.966	25.552	20.748	21.847
ldhba|ENSPMAT00000002689	94.767	339.578	70.524	218.244	184.584	98.697	113.655	160.118	354.260	212.759	229.357
ldlrad4a|ENSPMAT00000007183	0.373	8.953	1.048	2.522	2.776	1.563	1.529	1.060	2.891	0.896	1.214
ldlrb|ENSPMAT00000007919	0.533	7.732	0.596	1.658	2.013	0.955	0.945	0.778	1.984	1.245	2.066
lft2|ENSPMAT00000001381	0.068	0.171	0.096	0.130	0.083	0.091	0.100	0.081	0.304	0.135	0.236
lgmn|ENSPMAT00000004808	0.062	0.407	0.069	0.009	0.013	0.011	0.061	0.032	0.169	0.130	0.110
lhb|ENSPMAT00000008544	0.876	2.472	0.594	1.180	1.013	0.815	1.765	0.718	1.860	4.774	1.734
lhfpl5b|ENSPMAT00000008993	0.483	3.898	0.519	1.157	1.151	0.442	0.403	0.489	1.006	0.664	2.878
lhpp|ENSPMAT00000005342	37.541	201.977	10.799	33.322	68.105	37.878	32.651	52.760	114.503	21.381	87.731
lias|ENSPMAT00000005669	7.141	42.250	7.750	17.439	19.538	9.141	9.185	8.254	29.382	25.667	27.248
lig3|ENSPMAT00000001657	0.790	8.063	1.470	3.273	2.323	1.289	1.973	1.361	3.404	2.040	5.982
lig4|ENSPMAT00000005112	0.335	2.197	0.789	0.732	0.848	0.616	0.558	0.513	1.080	1.512	1.333
lin7c|ENSPMAT00000006901	10.855	53.725	12.797	24.889	20.270	11.694	12.355	16.007	30.879	18.106	51.833
lipf|ENSPMAT00000008907	2.902	16.618	1.868	9.224	10.580	6.050	5.041	4.500	11.732	4.546	11.698
lipt1|ENSPMAT00000011138	0.108	0.662	0.136	0.260	0.516	0.178	0.285	0.171	0.637	0.282	0.200
lipt2|ENSPMAT00000005030	1.207	6.884	1.762	2.049	5.272	2.694	2.036	2.160	6.001	5.119	6.077
lix1|ENSPMAT00000010282	3.849	57.929	6.373	12.360	14.237	7.223	7.257	7.372	16.515	10.611	23.820
llph|ENSPMAT00000005607	9.917	94.305	19.186	74.526	60.680	30.825	11.350	17.235	37.009	32.543	39.624
lmf1|ENSPMAT00000008300	1.861	11.200	2.747	6.196	5.817	2.991	2.070	1.974	6.636	4.988	9.076
lmo2|ENSPMAT00000005340	0.459	4.148	0.405	2.439	5.656	3.722	1.766	1.020	2.241	0.853	5.616
lmo4b|ENSPMAT00000004035	13.968	61.356	15.467	16.760	19.485	15.400	15.156	15.213	51.145	47.749	66.620
lmod2b|ENSPMAT00000001553	1.253	15.274	0.490	2.451	1.558	0.810	1.291	1.000	2.635	1.094	6.003
lonp1|ENSPMAT00000007015	1.282	10.965	4.835	8.258	7.791	3.543	2.275	1.768	7.289	9.811	10.039
lonp2|ENSPMAT00000001872	1.346	5.580	1.991	2.111	3.445	2.070	1.829	1.693	4.956	4.904	4.677
loxl3b|ENSPMAT00000007641	0.648	2.116	0.423	1.428	2.024	1.458	1.698	1.128	2.872	0.897	2.801
lpar1|ENSPMAT00000001191	1.471	7.822	0.457	2.564	4.025	2.351	1.877	2.511	6.405	1.879	5.564
lpar2a|ENSPMAT00000006113	0.133	0.659	0.077	0.117	0.183	0.077	0.110	0.098	0.267	0.298	0.215
lpar6b|ENSPMAT00000011155	0.147	0.101	0.031	0.486	0.747	0.496	0.373	0.489	1.286	0.266	1.349
lpgat1|ENSPMAT00000006419	0.635	5.653	0.386	1.192	1.642	1.029	1.250	1.039	2.697	0.975	2.569
lratd2|ENSPMAT00000011147	0.414	2.882	0.703	0.700	0.512	0.643	0.343	0.460	1.504	3.059	1.584
lrch3|ENSPMAT00000006935	1.851	15.530	1.461	5.735	5.447	3.004	4.173	3.174	6.789	2.835	6.237
lrfn5a|ENSPMAT00000008414	2.458	18.407	2.163	6.296	6.368	3.094	3.618	3.462	10.083	8.220	8.355
lrguk|ENSPMAT00000001003	1.227	5.682	1.039	2.571	3.024	1.371	1.454	1.342	3.842	2.685	4.939
lrig3|ENSPMAT00000002623	16.401	154.922	13.148	35.413	56.152	23.621	25.210	19.206	81.007	35.680	78.000
lrp1ab|ENSPMAT00000006937	4.133	22.689	4.369	12.912	9.988	6.755	10.102	6.844	18.871	13.712	20.248
lrp2bp|ENSPMAT00000008828	0.451	2.859	0.772	1.969	1.847	0.807	0.549	0.450	1.635	2.129	1.457
lrrc18a|ENSPMAT00000000323	5.173	117.899	2.437	7.224	9.352	7.932	7.993	7.606	20.648	4.458	39.904
lrrc40|ENSPMAT00000004831	0.849	8.047	1.553	3.494	2.833	1.481	1.442	1.320	3.680	2.372	4.413
lrrc4ba|ENSPMAT00000011409	7.869	67.865	13.775	12.951	13.551	8.122	8.575	9.051	34.815	42.911	30.795
lrrc6|ENSPMAT00000008189	0.735	3.989	0.982	2.205	3.314	1.396	1.130	0.985	2.858	2.857	2.792
lrrc74a|ENSPMAT00000002444	0.438	1.345	0.238	0.506	0.977	0.307	0.367	0.357	0.795	0.362	0.613
lrrc8db|ENSPMAT00000001725	3.199	22.549	2.912	7.310	8.804	3.727	2.246	2.915	9.785	8.397	9.945
lrrn1|ENSPMAT00000003257	0.689	3.206	1.351	0.362	0.956	0.614	1.014	0.769	1.914	2.461	0.797
lsg1|ENSPMAT00000008263	2.873	19.986	4.171	12.706	9.333	5.268	3.754	3.723	12.116	8.209	12.343
lsm12a|ENSPMAT00000006048	2.686	15.080	3.098	8.730	7.616	5.101	5.948	5.866	8.420	5.477	5.503
lsm14aa|ENSPMAT00000005960	0.943	8.122	1.573	2.647	3.145	2.119	1.611	1.228	2.819	2.645	4.743
lsm6|ENSPMAT00000007696	32.083	121.493	52.531	88.597	116.318	59.468	41.119	45.931	111.294	118.989	124.365
lss|ENSPMAT00000005575	1.285	8.229	1.458	3.776	4.380	1.402	1.550	1.768	4.410	2.655	2.986
ltk|ENSPMAT00000005827	3.081	24.335	4.691	4.304	7.139	3.806	7.150	3.435	9.883	10.149	14.091
ltv1|ENSPMAT00000007584	0.905	9.915	1.281	6.040	4.117	1.779	1.212	1.151	2.695	2.295	2.826
luc7l|ENSPMAT00000004864	6.744	60.364	8.593	23.197	23.285	12.074	10.271	9.780	30.605	23.988	31.019
lypla1|ENSPMAT00000006934	1.823	7.686	1.542	5.666	5.368	3.575	2.770	2.166	5.682	3.185	7.089
lyplal1|ENSPMAT00000000795	4.109	28.029	5.526	15.427	29.564	15.967	6.832	7.451	21.931	11.632	15.125
lyrm9|ENSPMAT00000000744	2.588	23.708	3.929	3.122	18.536	11.220	7.998	7.960	22.946	14.431	12.089
lzic|ENSPMAT00000003254	6.762	38.968	6.577	15.275	17.858	9.620	6.701	10.814	20.320	15.138	23.629
lztr1|ENSPMAT00000007057	5.041	37.774	9.194	13.350	19.978	10.950	7.500	8.406	25.174	21.779	22.427
mab21l1|ENSPMAT00000010941	6.193	25.717	18.462	12.801	14.184	6.757	5.754	7.135	20.971	50.524	21.568
mab21l2|ENSPMAT00000006344	0.126	0.087	0.160	0.048	0.169	0.170	0.181	0.132	0.433	0.153	0.241
mafba|ENSPMAT00000004989	0.352	1.989	0.283	0.607	0.419	0.298	0.307	0.313	0.301	0.578	0.586
mak|ENSPMAT00000010185	2.774	18.453	3.275	8.312	9.021	4.540	3.251	3.130	11.261	11.366	11.114
man1b1a|ENSPMAT00000003971	2.907	27.992	3.908	12.667	9.181	4.315	3.557	4.936	11.283	6.950	13.073
manba|ENSPMAT00000007229	0.811	4.162	1.048	1.846	3.236	1.640	1.106	0.889	3.401	3.297	2.859
manf|ENSPMAT00000004491	11.780	83.333	28.442	130.023	141.606	52.366	24.729	31.570	64.191	60.113	50.882
map1lc3a|ENSPMAT00000005693	6.124	24.289	6.210	17.419	13.694	7.228	10.416	9.159	18.798	10.003	21.596
map2k4b|ENSPMAT00000006638	23.651	156.360	19.207	61.658	69.632	30.264	20.939	33.286	104.722	62.684	61.105
map2k6|ENSPMAT00000005306	6.859	25.812	3.704	7.517	7.483	4.849	4.469	5.001	20.183	11.890	21.087
map2k7|ENSPMAT00000009692	1.210	9.671	1.550	4.041	2.926	1.860	2.069	1.578	4.327	3.549	4.752
map3k19|ENSPMAT00000003907	0.703	1.572	0.414	1.648	2.367	1.053	1.515	0.900	2.181	1.791	3.036
map3k2|ENSPMAT00000000809	0.591	2.349	0.482	1.387	1.534	0.860	0.903	0.880	1.335	1.115	1.705
mapk14a|ENSPMAT00000009348	3.041	30.299	2.559	8.573	9.650	4.723	4.126	4.891	13.530	7.890	11.354
mapk15|ENSPMAT00000010384	1.119	4.891	1.307	2.450	3.048	1.511	1.482	1.239	3.840	4.017	4.947
mapk1|ENSPMAT00000010222	40.688	253.883	25.748	70.530	86.650	41.816	30.603	46.167	137.602	86.571	120.573
mapk6|ENSPMAT00000003335	10.700	149.230	21.826	55.116	57.938	26.601	15.762	20.544	63.460	52.361	46.840
mapkapk5|ENSPMAT00000010093	2.632	21.288	5.366	9.068	6.741	3.820	4.249	2.871	8.189	8.069	17.095
mapkbp1|ENSPMAT00000000964	0.221	1.373	0.436	0.404	0.647	0.394	0.565	0.194	0.815	0.854	0.972
mapre3b|ENSPMAT00000007651	5.935	34.975	5.261	15.249	12.033	6.463	8.419	6.673	14.379	9.443	13.049
march4|ENSPMAT00000009053	6.495	86.591	6.914	25.111	8.903	5.553	6.940	13.876	13.374	10.584	15.911
march5|ENSPMAT00000000055	13.270	77.972	11.268	24.362	26.863	13.057	10.940	9.761	30.187	35.437	46.749
mars2|ENSPMAT00000004649	1.270	7.666	1.885	4.739	3.881	2.194	1.249	1.651	5.670	5.099	5.141
marveld2b|ENSPMAT00000004385	0.422	2.643	0.327	0.763	0.711	0.605	0.606	0.420	0.737	0.433	0.917
mast2|ENSPMAT00000004046	1.289	12.866	1.356	5.826	5.059	2.808	3.449	3.029	6.499	2.015	4.235
mat2b|ENSPMAT00000009967	1.952	5.943	1.651	2.879	4.454	2.960	3.610	2.788	5.788	2.576	2.081
mau2|ENSPMAT00000010768	0.969	7.955	0.983	3.275	2.251	1.074	1.547	1.194	2.566	1.556	3.450
max|ENSPMAT00000010473	1.074	20.309	2.625	5.860	6.397	4.059	2.769	2.843	8.531	5.352	6.754
mb21d2|ENSPMAT00000001225	0.246	1.064	0.220	0.627	1.167	0.598	0.753	0.469	1.051	0.443	0.648
mbd3a|ENSPMAT00000002699	22.758	98.696	24.553	49.537	57.151	33.399	24.089	31.157	84.034	95.939	58.191
mbd3b|ENSPMAT00000000498	1.182	14.023	1.157	4.422	4.470	2.668	2.408	2.406	5.246	2.891	4.239
mblac1|ENSPMAT00000003013	4.563	22.528	5.878	16.002	18.359	8.252	4.932	8.108	17.965	19.186	15.569
mbtd1|ENSPMAT00000000143	0.541	3.604	0.819	1.823	1.835	0.865	1.001	0.762	2.302	1.714	1.916
mbtps1|ENSPMAT00000001849	1.402	12.106	2.067	5.588	4.238	2.055	1.917	1.678	4.853	4.195	7.266
mccc2|ENSPMAT00000007626	4.545	29.455	7.195	14.918	20.114	10.043	6.453	11.319	26.285	20.559	19.682
mcee|ENSPMAT00000002282	2.650	27.969	4.782	5.847	11.418	9.271	5.984	5.156	9.286	8.381	7.612
mchr1a|ENSPMAT00000001906	0.109	0.000	0.126	0.070	0.080	0.059	0.077	0.029	0.253	0.233	0.150
mcm2|ENSPMAT00000005316	0.365	6.681	1.496	3.818	3.474	1.311	0.819	0.507	1.541	1.667	2.454
mcm3|ENSPMAT00000008164	0.410	3.236	0.626	2.382	2.149	0.990	0.867	0.368	1.127	1.187	1.440
mcm5|ENSPMAT00000002368	0.374	8.929	0.823	4.590	4.946	1.510	1.173	0.667	1.917	1.337	2.786
mcm6|ENSPMAT00000005768	0.298	4.103	0.468	2.042	1.618	0.819	0.532	0.437	0.546	0.831	1.803
mcm7|ENSPMAT00000006014	0.287	6.881	0.360	2.976	3.328	1.083	1.008	0.701	1.355	0.528	1.073
mcm8|ENSPMAT00000008798	0.331	1.489	0.807	0.829	1.189	0.431	0.460	0.282	0.971	1.878	1.455
mcu|ENSPMAT00000005684	13.617	89.621	11.806	46.351	59.680	32.586	19.213	28.882	80.662	33.410	63.568
mdh1ab|ENSPMAT00000007050	16.190	70.170	14.051	46.075	35.125	24.112	28.096	27.708	47.543	26.827	41.123
mdh2|ENSPMAT00000005226	1.018	3.580	1.495	0.973	1.504	0.824	1.104	1.109	2.071	3.074	2.547
mdkb|ENSPMAT00000001768	76.966	670.833	56.974	77.545	242.279	210.426	251.877	175.426	404.848	96.960	188.458
me3|ENSPMAT00000003810	0.727	3.615	0.453	1.027	1.105	0.922	0.738	0.772	1.775	1.197	2.468
meaf6|ENSPMAT00000007635	11.073	146.241	22.213	33.358	60.676	38.641	24.069	26.401	74.403	47.797	76.755
med17|ENSPMAT00000006112	2.417	15.201	3.807	7.331	8.065	3.991	2.983	2.835	10.303	11.534	10.518
med18|ENSPMAT00000003154	5.507	25.185	10.686	12.291	21.004	14.182	9.349	9.235	20.524	20.611	22.277
med23|ENSPMAT00000008443	0.699	6.387	0.788	2.624	1.595	0.971	1.284	0.968	2.365	1.216	3.634
med24|ENSPMAT00000006360	1.395	16.447	2.962	7.970	4.404	2.113	2.496	2.389	6.223	4.455	9.112
med27|ENSPMAT00000000511	0.899	3.426	0.794	2.359	2.257	1.172	1.944	1.386	3.374	1.281	2.223
med28|ENSPMAT00000000706	5.748	41.693	9.619	29.518	25.138	13.479	7.517	10.043	24.711	16.422	23.724
med30|ENSPMAT00000004151	1.346	15.620	3.308	8.534	5.462	2.039	2.120	1.954	5.936	5.059	11.117
med4|ENSPMAT00000006568	7.939	79.158	16.963	35.474	39.327	18.330	12.538	15.240	49.562	34.083	40.991
med8|ENSPMAT00000010027	1.366	8.936	2.012	5.988	5.257	2.766	2.148	3.311	5.094	4.564	6.952
meig1|ENSPMAT00000004024	6.019	18.711	14.492	18.949	45.206	25.511	14.839	18.497	32.529	29.415	31.648
meis2a|ENSPMAT00000001860	14.708	83.104	17.230	24.057	40.690	24.567	33.882	22.528	53.097	35.129	52.544
memo1|ENSPMAT00000004523	4.637	26.665	4.315	15.693	17.742	9.933	11.037	9.549	18.140	9.007	17.205
mesd|ENSPMAT00000010158	4.766	43.010	12.159	17.744	25.094	12.233	8.752	8.507	21.245	20.915	32.216
mest|ENSPMAT00000003618	1.835	4.786	1.350	3.326	3.446	2.594	2.780	2.102	4.594	1.764	5.724
metap1|ENSPMAT00000004425	2.998	21.728	3.738	13.384	16.742	7.009	5.604	5.839	13.596	9.294	12.989
mettl16|ENSPMAT00000008026	1.246	7.792	1.443	3.419	3.016	1.825	1.944	1.688	4.681	3.528	5.072
mettl23|ENSPMAT00000003917	3.083	8.164	3.856	5.280	9.462	5.016	3.854	3.978	11.473	9.128	9.747
mettl2a|ENSPMAT00000007876	6.769	59.522	9.109	38.766	31.808	12.970	8.473	11.566	32.764	26.471	19.224
mettl3|ENSPMAT00000008753	0.558	4.002	1.337	1.685	1.841	1.049	0.999	0.827	1.933	2.442	2.726
mettl5|ENSPMAT00000009953	4.050	22.928	6.419	11.482	12.904	6.678	4.061	5.586	15.354	10.445	13.150
mettl6|ENSPMAT00000010119	0.874	11.056	1.009	10.141	4.757	2.197	1.306	1.461	3.482	2.036	3.331
mex3b|ENSPMAT00000000140	1.121	6.559	2.932	2.631	4.108	2.229	1.330	1.701	3.712	6.768	2.790
mfap3l|ENSPMAT00000006631	4.013	19.285	8.301	6.509	8.321	4.609	3.853	3.314	13.458	12.502	9.452
mfsd11|ENSPMAT00000000202	2.466	15.105	2.467	8.142	9.886	4.854	4.235	3.634	8.850	5.566	8.332
mfsd13a|ENSPMAT00000003496	2.826	16.330	4.510	7.880	7.150	3.548	2.701	3.047	10.810	11.259	14.114
mfsd1|ENSPMAT00000006974	3.444	16.488	3.652	11.208	17.113	9.884	5.907	5.844	18.748	7.495	14.011
mfsd5|ENSPMAT00000009510	1.580	7.417	1.947	3.259	4.153	2.202	1.712	1.397	5.210	3.396	6.090
mfsd6a|ENSPMAT00000006508	2.749	24.608	2.204	8.790	5.629	3.014	2.818	3.515	8.315	5.389	10.648
mgat4b|ENSPMAT00000010745	0.702	3.674	0.857	2.354	2.178	1.221	1.361	1.049	2.434	1.481	2.491
mgat4c|ENSPMAT00000002641	2.825	13.259	9.455	5.371	4.990	3.174	3.391	3.449	10.600	15.535	13.487
mgat5|ENSPMAT00000003543	1.281	9.731	1.671	4.649	3.487	1.877	2.754	1.982	4.510	3.653	5.426
mgst1.2|ENSPMAT00000010623	0.179	0.421	0.441	0.426	0.028	0.047	0.145	0.081	0.248	0.025	0.185
mical3b|ENSPMAT00000008972	2.591	15.134	2.066	6.495	6.103	3.820	7.529	5.213	11.630	4.139	13.252
micu1|ENSPMAT00000005718	26.207	184.208	24.006	49.571	61.481	30.723	20.252	33.901	108.611	74.196	81.450
mief1|ENSPMAT00000001503	0.495	2.464	1.265	0.518	1.804	1.027	0.692	0.686	1.265	1.183	0.753
mif|ENSPMAT00000004640	189.823	1543.700	318.779	591.407	951.478	438.096	301.841	411.951	1091.890	648.699	847.640
mindy2|ENSPMAT00000010430	3.554	28.958	4.146	9.782	9.245	4.771	4.932	4.110	13.466	11.084	15.408
miox|ENSPMAT00000004040	0.108	0.234	0.060	0.032	0.046	0.010	0.089	0.045	0.165	0.144	0.077
mitd1|ENSPMAT00000005187	1.176	4.850	1.226	2.985	3.331	1.738	2.104	1.797	4.600	1.992	2.615
mkln1|ENSPMAT00000009103	1.429	9.415	2.194	5.589	5.701	2.972	2.743	2.192	6.218	5.431	7.156
mknk1|ENSPMAT00000005808	6.059	84.665	10.209	20.477	20.619	16.716	16.737	12.413	46.910	26.449	33.870
mknk2b|ENSPMAT00000005449	0.583	4.065	0.768	2.343	2.041	1.171	0.922	0.795	2.914	1.557	3.012
mks1|ENSPMAT00000004551	3.433	32.550	4.897	16.644	20.963	8.797	4.906	7.040	21.018	12.044	12.809
mlh1|ENSPMAT00000000728	1.187	8.725	1.637	3.628	4.008	1.925	2.084	1.605	5.408	4.016	6.007
mlst8|ENSPMAT00000001808	3.875	51.153	11.395	24.112	28.560	14.401	7.894	11.012	28.285	21.216	26.195
mlx|ENSPMAT00000005581	4.125	34.335	5.509	19.378	19.069	8.341	5.083	7.089	21.912	13.899	16.200
mmaa|ENSPMAT00000008110	1.268	4.035	1.940	2.003	2.376	1.565	1.327	1.105	3.460	4.758	3.041
mmab|ENSPMAT00000001393	2.942	15.627	3.239	6.061	6.369	4.271	4.514	4.258	7.231	5.192	13.469
mmd2b|ENSPMAT00000006130	14.186	166.799	15.495	49.257	125.334	50.844	29.614	28.812	46.548	24.877	57.298
mob1bb|ENSPMAT00000000119	3.363	89.610	8.959	28.501	19.569	9.880	7.961	5.540	17.478	8.851	38.751
mob3a|ENSPMAT00000002215	0.678	9.847	0.869	2.968	2.820	1.603	1.300	0.878	1.992	1.590	4.470
mob4|ENSPMAT00000001435	6.978	119.169	19.489	53.048	35.951	15.344	11.118	21.283	45.906	31.849	59.111
mocs1|ENSPMAT00000000893	1.842	8.340	1.135	4.328	3.110	1.637	2.218	1.904	3.668	2.167	3.644
mocs2|ENSPMAT00000007981	12.364	68.561	14.959	55.747	59.218	25.442	12.690	19.210	47.093	28.967	48.602
mocs3|ENSPMAT00000003629	1.682	9.267	2.470	4.995	6.802	3.497	2.709	2.537	5.179	6.189	7.062
mon1ba|ENSPMAT00000009010	0.745	9.027	1.214	2.600	2.423	1.188	1.337	0.925	2.566	1.952	2.425
mon2|ENSPMAT00000004489	0.864	4.101	1.132	2.614	2.019	1.184	1.420	1.164	2.635	2.731	3.895
morc3b|ENSPMAT00000000462	1.072	13.040	1.707	4.642	4.568	2.186	1.935	1.586	5.266	4.401	5.447
morf4l1|ENSPMAT00000007775	14.410	117.625	18.852	43.840	65.958	29.902	19.706	21.929	49.371	53.128	68.727
morn2|ENSPMAT00000007026	12.674	67.988	20.811	29.103	40.715	24.045	16.752	16.885	46.773	52.360	44.183
morn5|ENSPMAT00000002950	0.942	7.461	2.214	5.352	13.397	6.025	3.240	2.528	4.775	3.280	7.108
mosmob|ENSPMAT00000002971	0.824	2.587	1.100	0.478	1.107	1.240	1.455	1.029	1.817	1.435	0.389
moxd1|ENSPMAT00000007021	2.341	13.954	1.143	5.675	8.186	5.963	4.597	3.843	10.158	2.885	15.854
mpc1|ENSPMAT00000004858	33.315	293.613	96.230	134.392	128.560	66.878	45.030	52.845	163.043	166.387	239.289
mpg|ENSPMAT00000008265	0.393	2.024	0.819	0.922	0.951	0.920	0.663	0.448	1.538	2.016	2.399
mpi|ENSPMAT00000004310	3.221	14.124	4.715	3.088	7.194	4.275	2.961	4.038	10.159	12.210	5.016
mpp7a|ENSPMAT00000008435	5.501	50.541	13.617	18.772	18.122	10.053	8.368	7.875	28.492	41.372	24.334
mpv17|ENSPMAT00000003756	9.255	60.513	9.482	22.183	24.629	12.425	8.545	12.960	38.983	25.776	30.128
mri1|ENSPMAT00000006791	7.728	51.775	9.174	23.851	37.057	16.527	10.290	10.072	36.007	24.366	44.800
mrpl12|ENSPMAT00000001505	0.595	6.853	2.069	4.735	3.491	1.634	1.951	1.387	2.300	2.124	4.360
mrpl13|ENSPMAT00000008552	3.307	54.729	7.748	26.128	22.052	9.343	6.002	5.681	17.929	13.272	24.358
