SeqID	tissues	sham+4days_1	sham+4days_2	SCI+4days_1	SCI+4days_2	SCI+4days_3
PPP6R2|XM_034763226.1|mRNA	0.000	1.202	3.136	4.179	0.004	4.972
PPP6R2|XM_034763235.1|mRNA	1.952	7.702	10.869	16.971	13.668	7.236
PPP6R3|XM_034770356.1|mRNA	0.432	0.000	1.088	0.000	5.595	0.000
PPP6R3|XM_034770357.1|mRNA	0.000	0.849	0.000	1.694	0.000	1.182
PPP6R3|XM_034770358.1|mRNA	2.657	7.720	8.658	13.592	5.810	3.296
PPP6R3|XM_034770359.1|mRNA	0.000	0.673	0.000	5.523	9.469	0.065
PPP6R3|XM_034770360.1|mRNA	4.741	4.341	22.895	11.333	19.726	21.832
PPRC1|XM_034776878.1|mRNA	0.118	0.129	1.104	1.618	4.913	2.546
PPT1|XM_034754271.1|mRNA	3.326	7.192	5.682	21.475	10.756	19.666
PPTC7|XM_034791155.1|mRNA	1.565	2.648	18.427	6.115	16.611	14.918
PPWD1|XM_034773660.1|mRNA	1.783	4.282	15.178	12.359	19.180	28.593
PPWD1|XM_034773661.1|mRNA	0.762	0.683	12.717	5.440	17.699	5.496
PRADC1|XM_034771165.1|mRNA	0.000	0.306	0.814	0.372	0.000	0.000
PRADC1|XM_034771166.1|mRNA	2.496	3.572	6.195	6.500	8.481	3.908
PRAG1|XM_034772366.1|mRNA	0.339	1.120	8.454	5.053	8.161	7.637
PRC1|XM_034783434.1|mRNA	0.357	0.411	0.000	3.006	0.000	0.000
PRC1|XM_034783435.1|mRNA	0.331	0.882	4.590	2.416	2.264	7.953
PRC1|XM_034783437.1|mRNA	0.000	0.000	0.565	0.003	7.080	0.000
PRCC|XM_034756453.1|mRNA	6.048	6.389	48.056	20.684	52.138	51.425
PRCP|XM_034759077.1|mRNA	1.202	1.583	10.717	9.503	12.973	23.710
PRDM10|XM_034754894.1|mRNA	1.246	2.995	7.433	7.384	7.865	6.079
PRDM11|XM_034769580.1|mRNA	1.227	4.945	3.342	9.934	1.061	1.172
PRDM11|XM_034769581.1|mRNA	0.128	0.077	14.556	0.000	12.541	9.268
PRDM12|XM_034793874.1|mRNA	0.188	0.056	0.570	0.000	0.359	0.000
PRDM13|XM_034767008.1|mRNA	0.038	0.372	0.347	0.378	0.000	0.241
PRDM15|XM_034753234.1|mRNA	0.384	1.116	1.818	0.512	1.194	3.806
PRDM15|XM_034753262.1|mRNA	0.000	1.166	0.000	5.118	1.416	0.000
PRDM15|XM_034753290.1|mRNA	0.000	0.378	1.212	0.000	0.605	0.000
PRDM16|XM_034753220.1|mRNA	0.052	0.342	0.231	0.362	0.000	0.198
PRDM16|XM_034753221.1|mRNA	0.073	0.000	0.328	0.527	0.000	0.272
PRDM16|XM_034753222.1|mRNA	0.017	0.492	0.000	0.794	0.000	0.000
PRDM1|XM_034765957.1|mRNA	0.118	0.514	0.973	1.992	0.000	2.719
PRDM1|XM_034765958.1|mRNA	0.000	0.224	0.791	0.000	2.578	0.000
PRDM2|XM_034753491.1|mRNA	0.078	0.000	1.127	0.000	0.000	2.305
PRDM2|XM_034753492.1|mRNA	1.305	2.626	10.914	9.966	12.822	10.036
PRDM2|XM_034753493.1|mRNA	1.030	3.390	0.000	8.323	2.421	0.000
PRDM2|XM_034753494.1|mRNA	0.818	2.682	0.000	3.483	4.071	0.869
PRDM2|XM_034753497.1|mRNA	0.000	0.260	17.976	1.443	11.141	9.144
PRDM4|XM_034778012.1|mRNA	1.363	3.346	14.674	11.925	10.574	10.479
PRDM4|XM_034778013.1|mRNA	0.000	2.092	2.817	4.376	9.439	11.460
PRDM4|XM_034778018.1|mRNA	0.063	0.000	3.683	0.808	6.576	6.489
PRDM5|XM_034771861.1|mRNA	0.023	1.391	2.584	1.975	0.000	5.992
PRDM6|XM_034774303.1|mRNA	0.145	3.561	14.456	4.018	2.082	3.926
PRDM6|XM_034774304.1|mRNA	0.046	0.284	5.706	0.311	0.338	0.801
PRDM8|XM_034772888.1|mRNA	1.010	1.635	0.000	3.019	1.888	1.038
PRDX1|XM_034779967.1|mRNA	26.038	29.294	374.931	95.957	539.503	571.559
PRDX3|XM_034775232.1|mRNA	7.545	12.687	103.512	39.007	143.083	189.618
PRDX3|XM_034775233.1|mRNA	0.429	0.156	0.000	1.505	0.000	0.000
PRDX4|XM_034755230.1|mRNA	22.802	22.172	158.383	57.264	136.475	160.050
PRDX4|XM_034755239.1|mRNA	16.512	0.000	6.071	4.362	15.242	12.325
PRDX5|XM_034775371.1|mRNA	7.332	12.007	72.647	57.852	57.241	63.055
PRDX6|XM_034779389.1|mRNA	15.139	20.093	302.976	65.327	334.822	316.230
PRELID2|XM_034779463.1|mRNA	0.777	0.594	7.456	3.541	8.576	11.973
PRELID3A|XM_034762586.1|mRNA	1.103	2.460	17.144	13.920	18.313	17.322
PRELID3B|XM_034787856.1|mRNA	1.365	3.662	37.513	13.801	49.184	33.248
PRELP|XM_034767309.1|mRNA	1.460	8.764	25.099	8.526	10.039	11.752
PREPL|XM_034764428.1|mRNA	0.281	1.758	2.680	2.801	3.346	2.301
PREP|XM_034765960.1|mRNA	2.151	4.893	41.231	21.948	64.344	56.017
PREX1|XM_034786895.1|mRNA	1.582	15.105	39.094	37.304	34.128	14.956
PREX1|XM_034786896.1|mRNA	1.365	3.059	0.000	7.916	0.000	20.750
PREX1|XM_034786897.1|mRNA	0.212	0.746	0.297	6.107	0.053	3.738
PREX2|XM_034763054.1|mRNA	0.500	1.872	2.729	4.078	1.919	1.269
PRG4|XM_034778420.1|mRNA	0.068	0.364	0.843	0.568	0.899	0.825
PRICKLE1|XM_034769710.1|mRNA	0.590	2.275	1.497	1.983	0.000	6.607
PRICKLE1|XM_034769717.1|mRNA	0.000	0.182	1.244	1.385	3.069	0.000
PRICKLE1|XM_034769727.1|mRNA	0.287	0.112	5.283	0.510	0.000	9.297
PRICKLE1|XM_034769737.1|mRNA	0.000	0.000	6.820	0.000	10.089	0.000
PRICKLE1|XM_034769747.1|mRNA	0.183	0.446	3.478	0.489	0.000	1.954
PRICKLE1|XM_034769757.1|mRNA	0.219	0.854	0.000	3.150	0.000	0.000
PRICKLE2|XM_034775583.1|mRNA	1.663	6.259	6.318	10.598	1.562	1.856
PRICKLE2|XM_034775584.1|mRNA	0.991	7.956	34.830	9.562	22.268	16.348
PRICKLE3|XM_034792910.1|mRNA	0.433	0.757	1.146	2.159	2.202	0.242
PRICKLE4|XM_034767339.1|mRNA	0.000	0.000	1.074	0.000	0.000	0.000
PRICKLE4|XM_034767340.1|mRNA	0.313	0.086	0.000	0.432	0.816	0.598
PRIM1|XM_034792121.1|mRNA	0.418	1.337	6.511	1.487	0.000	8.868
PRIM1|XM_034792123.1|mRNA	1.900	0.459	7.375	6.147	23.099	16.864
PRIM2|XM_034766895.1|mRNA	0.577	1.396	8.657	6.949	12.479	11.175
PRIMA1|XM_034768145.1|mRNA	0.360	4.401	8.118	5.629	6.529	3.500
PRIMA1|XM_034768146.1|mRNA	0.712	2.483	12.640	4.033	11.449	12.073
PRIMPOL|XM_034771372.1|mRNA	0.001	0.005	0.000	1.115	0.000	2.660
PRIMPOL|XM_034771373.1|mRNA	0.901	2.048	0.000	2.233	7.094	5.002
PRIMPOL|XM_034771374.1|mRNA	0.000	0.375	4.873	0.788	0.000	3.816
PRIMPOL|XM_034771375.1|mRNA	0.016	1.312	5.892	4.058	7.250	6.686
PRIMPOL|XM_034771376.1|mRNA	0.583	0.853	0.000	1.850	0.000	0.000
PRKAA1|XM_034773467.1|mRNA	3.661	7.043	15.679	17.584	16.572	9.152
PRKAA1|XM_034773468.1|mRNA	0.000	0.000	20.252	0.000	13.879	21.857
PRKAA2|XM_034779469.1|mRNA	1.034	5.539	15.641	9.942	14.805	10.423
PRKAB1|XM_034791219.1|mRNA	2.761	6.781	3.011	8.122	0.000	0.000
PRKAB1|XM_034791221.1|mRNA	0.000	1.738	5.384	0.759	6.639	0.000
PRKAB1|XM_034791222.1|mRNA	0.737	0.502	69.818	9.917	53.523	28.629
PRKAB2|XM_034778588.1|mRNA	5.895	14.246	4.238	30.822	6.159	2.244
PRKACB|XM_034779049.1|mRNA	1.045	1.967	7.635	9.651	0.000	7.336
PRKACB|XM_034779050.1|mRNA	0.000	0.000	0.024	1.605	0.001	0.000
PRKACB|XM_034779051.1|mRNA	3.175	13.839	81.112	27.525	102.991	65.173
PRKACB|XM_034779052.1|mRNA	6.345	5.255	30.651	7.947	12.059	28.141
PRKAG2|XM_034759961.1|mRNA	2.458	0.779	0.055	1.822	0.000	0.018
PRKAG2|XM_034759963.1|mRNA	0.002	0.425	1.620	1.857	0.410	0.000
PRKAG2|XM_034759964.1|mRNA	3.963	5.591	11.790	14.658	23.791	9.500
PRKAG2|XM_034759965.1|mRNA	0.284	3.962	26.413	0.014	12.161	19.451
PRKAG2|XR_004644380.1|transcript	0.353	0.674	0.551	0.000	2.057	0.399
PRKAG2|XR_004644381.1|transcript	1.110	1.829	1.629	1.593	1.980	1.476
PRKAR1A|XM_034789267.1|mRNA	6.786	10.074	0.159	32.575	0.037	20.117
PRKAR1A|XM_034789268.1|mRNA	1.725	4.675	37.184	4.771	39.708	19.317
PRKAR1A|XM_034789269.1|mRNA	0.477	6.189	0.441	19.605	0.099	50.429
PRKAR1A|XM_034789270.1|mRNA	4.421	2.863	103.708	14.119	105.877	48.639
PRKAR1B|XM_034783739.1|mRNA	17.238	50.861	182.404	65.282	111.280	91.036
PRKAR2A|XM_034775360.1|mRNA	2.954	6.050	42.987	20.706	49.974	57.727
PRKAR2B|XM_034766611.1|mRNA	0.000	0.721	3.620	1.552	0.000	8.178
PRKAR2B|XM_034766620.1|mRNA	1.093	3.437	19.531	6.581	25.486	12.603
PRKCA|XM_034790525.1|mRNA	0.000	0.809	3.363	0.820	0.000	0.000
PRKCA|XM_034790526.1|mRNA	4.622	27.514	47.642	62.747	59.033	38.314
PRKCB|XM_034784757.1|mRNA	3.290	16.438	14.686	27.248	13.243	7.686
PRKCB|XM_034784758.1|mRNA	3.002	9.564	16.905	21.805	10.342	14.255
PRKCD|XM_034777020.1|mRNA	0.486	0.221	0.000	2.311	7.876	3.278
PRKCD|XM_034777021.1|mRNA	0.000	0.968	2.433	0.000	0.000	0.000
PRKCD|XM_034777022.1|mRNA	0.817	2.602	10.415	8.787	8.155	10.094
PRKCE|XM_034764424.1|mRNA	2.724	10.345	22.403	21.387	0.000	17.581
PRKCE|XM_034764425.1|mRNA	2.091	5.404	13.810	6.061	28.353	4.616
PRKCG|XM_034757687.1|mRNA	3.754	3.143	4.236	4.989	3.545	3.244
PRKCH|XM_034769164.1|mRNA	0.339	1.344	5.320	4.730	9.982	10.973
PRKCI|XM_034781514.1|mRNA	2.911	8.406	25.603	22.250	32.443	34.916
PRKCQ|XM_034764435.1|mRNA	0.205	0.000	0.000	5.052	0.000	2.437
PRKCQ|XM_034764444.1|mRNA	0.108	0.524	0.683	0.000	0.000	2.214
PRKCQ|XM_034764455.1|mRNA	0.081	0.000	1.753	0.000	16.673	7.996
PRKCZ|XM_034753538.1|mRNA	1.330	1.441	10.434	4.481	9.855	17.206
PRKCZ|XM_034753540.1|mRNA	0.504	0.812	0.419	0.849	0.000	0.000
PRKCZ|XM_034753541.1|mRNA	0.627	2.044	7.033	6.013	2.343	2.953
PRKCZ|XM_034753542.1|mRNA	2.445	5.653	0.000	0.000	9.923	0.000
PRKCZ|XM_034753543.1|mRNA	5.037	11.166	63.172	22.635	26.825	26.975
PRKD1|XM_034768761.1|mRNA	0.743	1.498	6.875	3.781	7.674	7.552
PRKD1|XM_034768762.1|mRNA	0.000	0.888	2.852	0.519	0.000	0.001
PRKD2|XM_034792891.1|mRNA	0.034	0.031	0.077	0.447	0.384	0.634
PRKD3|XM_034764953.1|mRNA	0.878	2.572	4.585	7.074	8.216	6.861
PRKDC|XM_034762890.1|mRNA	1.080	4.535	10.342	9.788	8.877	7.016
PRKG1|XM_034775034.1|mRNA	0.811	2.526	6.628	6.046	4.940	3.942
PRKG1|XM_034775036.1|mRNA	0.136	0.346	1.519	0.682	0.000	3.150
PRKG1|XM_034775037.1|mRNA	0.301	1.299	7.532	2.046	10.671	4.440
PRKN|XM_034765264.1|mRNA	0.892	2.437	13.862	3.976	9.221	10.941
PRKRA|XM_034785502.1|mRNA	0.156	0.234	0.000	0.892	6.701	0.000
PRKRA|XM_034785503.1|mRNA	2.211	6.488	43.258	16.098	49.295	47.093
PRKRIP1|XM_034752834.1|mRNA	9.455	12.783	61.350	51.730	82.187	71.195
PRKX|XM_034757450.1|mRNA	0.148	0.795	0.645	2.358	0.000	1.757
PRKX|XM_034757461.1|mRNA	0.702	2.099	12.595	5.836	21.215	20.245
PRLHR|XM_034776872.1|mRNA	0.000	0.058	0.625	0.000	0.809	0.000
PRLR|XM_034774608.1|mRNA	0.663	1.707	15.218	3.323	7.743	6.261
PRLR|XM_034774612.1|mRNA	0.178	0.656	0.591	0.432	0.000	0.000
PRLR|XM_034774615.1|mRNA	0.000	0.843	1.918	2.715	0.000	0.966
PRL|XM_034754481.1|mRNA	0.000	0.927	0.782	0.481	5.119	1.108
PRMT3|XM_034769794.1|mRNA	0.000	0.000	24.346	7.816	10.007	11.053
PRMT3|XM_034769795.1|mRNA	2.324	6.998	5.912	13.145	25.178	33.816
PRMT7|XM_034788834.1|mRNA	1.194	2.530	30.432	6.232	27.119	26.108
PRMT7|XM_034788835.1|mRNA	0.000	0.522	0.000	1.183	0.000	2.304
PRMT7|XM_034788836.1|mRNA	0.000	0.253	6.009	0.000	0.000	11.130
PRMT7|XM_034788838.1|mRNA	0.000	0.352	0.000	0.555	0.000	1.366
PRMT7|XR_004648052.1|transcript	0.744	1.006	3.009	1.101	3.010	5.282
PRMT8|XM_034785214.1|mRNA	2.087	2.431	5.081	1.040	0.000	3.100
PRMT8|XM_034785224.1|mRNA	0.513	1.742	16.753	1.723	6.541	1.462
PRMT9|XM_034772018.1|mRNA	0.000	1.036	5.045	1.380	0.000	2.622
PRMT9|XM_034772019.1|mRNA	0.000	0.287	0.000	2.112	0.000	2.353
PRMT9|XM_034772022.1|mRNA	2.933	6.911	37.599	16.556	48.322	28.057
PRND|XM_034759406.1|mRNA	1.713	1.007	7.501	4.841	6.125	8.667
PRNP|XM_034761796.1|mRNA	28.789	81.911	709.775	149.442	730.185	538.219
PRNP|XM_034761797.1|mRNA	0.320	0.514	3.854	5.132	3.212	8.736
PRNP|XM_034761799.1|mRNA	0.211	0.972	2.161	4.086	5.439	5.856
PROB1|XM_034780219.1|mRNA	0.018	0.230	0.405	0.165	0.000	0.277
PROCA1|XM_034752175.1|mRNA	0.834	2.795	46.651	15.348	44.123	13.278
PROC|XM_034782039.1|mRNA	32.219	0.000	0.000	0.000	0.000	0.000
PROC|XM_034782040.1|mRNA	2.933	0.044	0.000	0.000	0.592	0.646
PROK1|XM_034769846.1|mRNA	0.243	1.501	1.245	2.661	5.040	4.484
PROK2|XM_034777088.1|mRNA	0.802	0.203	0.583	0.000	1.568	0.839
PROKR1|XM_034763890.1|mRNA	0.452	1.770	14.586	1.250	4.538	5.763
PROM1|XM_034772188.1|mRNA	0.564	0.044	0.000	0.672	5.336	0.442
PROM1|XM_034772189.1|mRNA	0.000	0.000	0.002	0.000	0.000	2.039
PROM1|XM_034772190.1|mRNA	0.000	0.000	0.000	0.347	0.001	1.259
PROM1|XM_034772191.1|mRNA	0.367	3.584	12.502	0.001	0.000	0.008
PROM1|XM_034772192.1|mRNA	0.002	1.037	1.005	4.904	1.112	0.014
PROM1|XM_034772193.1|mRNA	0.344	1.076	1.136	1.656	0.598	0.325
PROM1|XM_034772195.1|mRNA	0.000	0.000	0.000	0.000	0.003	4.638
PROM1|XM_034772196.1|mRNA	1.004	1.975	13.084	0.007	5.696	0.046
PRORP|XM_034768629.1|mRNA	0.458	1.232	2.000	2.292	0.000	1.503
PRORP|XM_034768630.1|mRNA	0.967	1.516	5.024	4.669	7.299	6.704
PROS1|XM_034791275.1|mRNA	22.149	28.912	105.937	47.521	96.309	96.251
PROSER1|XM_034758567.1|mRNA	1.010	4.641	4.404	9.563	5.286	5.570
PROSER1|XM_034758568.1|mRNA	1.000	4.096	21.441	13.094	28.226	17.705
PROSER2|XM_034764829.1|mRNA	1.690	3.751	36.041	7.379	32.404	20.539
PROSER2|XM_034764837.1|mRNA	1.168	2.091	3.256	3.492	1.955	2.371
PROSER3|XM_034756514.1|mRNA	0.000	0.000	2.154	0.614	1.911	0.000
PROX1|XM_034764576.1|mRNA	1.190	0.298	5.167	0.927	4.670	4.270
PROX1|XM_034764577.1|mRNA	0.001	0.000	2.971	0.000	0.000	0.000
PROX1|XM_034764578.1|mRNA	2.661	2.773	3.690	4.995	4.383	2.936
PROZ|XM_034758130.1|mRNA	20.375	0.159	0.489	0.000	4.117	0.451
PRPF18|XM_034765088.1|mRNA	0.104	4.137	2.900	3.879	0.000	0.000
PRPF18|XM_034765095.1|mRNA	1.089	4.920	2.727	10.619	3.349	3.131
PRPF18|XM_034765103.1|mRNA	0.550	4.010	6.384	6.736	0.000	9.877
PRPF18|XM_034765113.1|mRNA	5.362	4.789	6.096	18.747	8.412	4.463
PRPF19|XM_034767681.1|mRNA	7.231	10.972	2.430	35.404	1.638	1.570
PRPF31|XM_034757726.1|mRNA	4.066	7.702	12.911	16.545	14.950	12.814
PRPF38A|XM_034779387.1|mRNA	19.323	14.726	46.355	33.091	60.422	75.890
PRPF38B|XM_034779290.1|mRNA	5.300	14.587	12.401	44.824	23.793	11.927
PRPF38B|XM_034779292.1|mRNA	0.000	0.000	11.062	0.000	4.998	12.060
PRPF39|XM_034767971.1|mRNA	1.527	2.153	0.000	5.083	0.165	0.000
PRPF39|XM_034767972.1|mRNA	1.022	7.690	10.821	13.722	15.095	10.973
PRPF39|XM_034767974.1|mRNA	0.000	0.000	0.000	0.000	3.005	0.002
PRPF39|XM_034767975.1|mRNA	1.444	4.094	20.100	7.646	20.651	8.567
PRPF3|XM_034756581.1|mRNA	3.733	7.318	0.001	18.773	0.000	8.929
PRPF3|XM_034756582.1|mRNA	1.986	0.001	3.929	10.713	22.809	2.479
PRPF3|XM_034756584.1|mRNA	1.750	2.354	24.084	3.395	15.881	17.830
PRPF40A|XM_034785963.1|mRNA	0.204	0.790	0.743	0.212	0.000	1.182
PRPF40A|XM_034785964.1|mRNA	0.122	1.391	0.840	2.699	3.999	5.531
PRPF40A|XM_034785965.1|mRNA	0.273	0.368	7.839	1.464	7.635	1.835
PRPF40A|XM_034785966.1|mRNA	1.627	2.771	19.416	8.048	20.340	19.309
PRPF40A|XM_034785967.1|mRNA	0.000	6.889	9.515	8.629	8.723	5.822
PRPF40A|XM_034785968.1|mRNA	3.495	3.733	10.492	19.913	12.818	9.927
PRPF40B|XM_034792617.1|mRNA	0.747	1.792	2.623	4.605	2.103	0.000
PRPF4B|XM_034762242.1|mRNA	2.082	2.780	24.201	5.259	34.789	26.775
PRPF4B|XM_034762243.1|mRNA	0.000	1.288	11.905	1.840	0.011	11.642
PRPF4B|XM_034762244.1|mRNA	0.000	0.000	0.000	5.734	0.057	0.000
PRPF4B|XM_034762245.1|mRNA	13.591	32.008	14.802	68.360	10.337	8.185
PRPF4B|XM_034762247.1|mRNA	0.630	2.453	2.780	6.372	13.245	5.392
PRPF4|XM_034752130.1|mRNA	4.413	4.901	31.002	16.478	36.505	42.249
PRPF6|XM_034787090.1|mRNA	7.268	13.244	43.455	35.121	43.142	42.095
PRPF8|XM_034752410.1|mRNA	1.931	3.739	1.009	14.431	0.625	0.727
PRPF8|XM_034752411.1|mRNA	4.230	11.786	67.567	28.740	79.151	61.384
PRPH|XM_034792893.1|mRNA	2.272	7.992	50.344	32.436	49.987	86.345
PRPS1|XM_034781585.1|mRNA	2.779	7.175	38.242	21.448	45.875	43.565
PRPS1|XM_034781586.1|mRNA	0.383	0.308	0.595	2.178	0.000	1.553
PRPS2|XM_034757012.1|mRNA	8.333	4.925	9.230	25.517	22.764	25.143
PRPS2|XM_034757019.1|mRNA	1.347	4.099	28.506	0.000	32.554	33.987
PRPSAP1|XM_034789309.1|mRNA	1.173	1.364	1.110	3.887	2.737	0.504
PRPSAP1|XM_034789310.1|mRNA	0.008	0.052	0.383	7.301	0.469	0.045
PRPSAP1|XM_034789311.1|mRNA	1.280	1.419	13.652	0.596	0.000	4.701
PRPSAP1|XM_034789312.1|mRNA	6.830	9.140	36.290	13.990	35.893	32.925
PRPSAP2|XM_034783953.1|mRNA	1.930	6.050	4.210	13.465	5.192	17.203
PRPSAP2|XM_034783954.1|mRNA	1.781	2.728	71.158	17.264	86.161	75.022
PRR11|XM_034752948.1|mRNA	0.365	0.164	0.000	1.020	0.000	0.000
PRR11|XM_034752949.1|mRNA	0.077	1.543	3.600	5.752	6.151	11.308
PRR13|XM_034792770.1|mRNA	5.316	7.370	64.401	25.280	58.152	74.390
PRR14L|XM_034790861.1|mRNA	0.787	2.051	0.000	4.121	0.000	0.000
PRR14L|XM_034790862.1|mRNA	0.000	0.000	0.000	0.000	2.990	0.000
PRR14L|XM_034790864.1|mRNA	0.000	0.000	0.000	0.999	3.505	0.000
PRR14L|XM_034790865.1|mRNA	0.014	1.233	3.846	3.161	0.087	4.939
PRR14|XM_034768200.1|mRNA	0.165	0.150	3.046	0.000	3.924	3.807
PRR15L|XM_034755917.1|mRNA	1.497	0.034	0.176	0.000	0.446	0.000
PRR15|XM_034759380.1|mRNA	0.219	0.868	6.127	0.823	1.097	1.356
PRR16|XM_034774795.1|mRNA	0.000	0.882	3.808	1.271	1.904	5.086
PRR16|XM_034774796.1|mRNA	0.000	0.000	1.935	1.150	1.619	0.000
PRR18|XM_034765240.1|mRNA	1.729	6.739	10.022	11.847	9.591	8.325
PRR36|XM_034791880.1|mRNA	0.663	1.034	4.497	3.238	8.892	6.161
PRR5L|XM_034769666.1|mRNA	0.000	0.000	14.998	0.000	11.255	12.961
PRR5L|XM_034769667.1|mRNA	0.490	0.607	2.429	10.399	18.900	17.101
PRR5L|XM_034769668.1|mRNA	0.000	0.240	0.080	1.436	8.733	0.000
PRR5|XM_034783871.1|mRNA	1.785	0.510	6.503	1.717	7.978	12.117
PRR5|XM_034783881.1|mRNA	0.881	2.395	10.377	6.474	19.999	13.071
PRR5|XM_034783889.1|mRNA	0.000	0.148	0.875	0.000	0.000	1.539
PRR7|XM_034780376.1|mRNA	0.000	0.299	3.563	0.382	7.386	3.423
PRRC1|XM_034773766.1|mRNA	0.000	0.000	0.000	3.572	0.000	7.729
PRRC1|XM_034773767.1|mRNA	4.486	8.495	8.709	29.671	65.274	45.373
PRRC1|XM_034773768.1|mRNA	0.505	0.847	5.678	5.631	0.000	1.855
PRRC1|XM_034773772.1|mRNA	0.000	0.000	20.954	0.040	0.213	0.005
PRRC2B|XM_034793903.1|mRNA	0.004	0.938	1.263	8.687	0.038	7.692
PRRC2B|XM_034793904.1|mRNA	0.621	1.502	0.474	0.020	0.013	11.070
PRRC2B|XM_034793905.1|mRNA	1.640	5.389	52.567	11.784	36.360	22.296
PRRC2B|XM_034793906.1|mRNA	1.345	4.265	4.740	2.838	4.643	3.586
PRRC2B|XM_034793907.1|mRNA	4.428	22.192	5.034	36.568	6.431	1.508
PRRC2B|XR_004648505.1|transcript	0.000	0.001	0.000	6.088	0.000	0.169
PRRC2C|XM_034779739.1|mRNA	0.695	1.640	1.515	4.745	1.155	1.245
PRRC2C|XM_034779744.1|mRNA	0.000	1.695	0.000	0.630	0.000	0.000
PRRC2C|XM_034779748.1|mRNA	0.000	0.000	0.000	0.932	3.349	0.000
PRRC2C|XM_034779749.1|mRNA	1.124	0.648	0.000	0.054	0.000	0.002
PRRC2C|XM_034779750.1|mRNA	0.002	0.000	5.516	0.010	0.000	3.382
PRRC2C|XM_034779751.1|mRNA	0.000	0.220	0.000	0.467	0.960	0.000
PRRC2C|XM_034779752.1|mRNA	0.483	3.600	3.766	6.325	20.583	9.106
PRRC2C|XM_034779753.1|mRNA	0.338	0.609	8.905	10.440	3.958	9.409
PRRC2C|XM_034779755.1|mRNA	0.937	5.972	14.668	17.589	9.409	8.038
PRRC2C|XM_034779756.1|mRNA	0.841	0.511	0.000	0.059	0.001	0.006
PRRC2C|XM_034779757.1|mRNA	0.694	4.670	13.003	19.308	17.482	18.982
PRRG1|XM_034754602.1|mRNA	4.782	11.492	76.143	23.854	57.071	64.660
PRRG3|XM_034780647.1|mRNA	0.045	0.709	0.000	1.610	0.000	0.000
PRRG3|XM_034780648.1|mRNA	0.782	1.440	2.552	1.738	3.234	1.011
PRRG3|XR_004647012.1|transcript	0.953	2.499	3.959	4.866	9.863	4.670
PRRG3|XR_004647013.1|transcript	0.000	0.000	8.363	1.521	7.497	10.891
PRRG4|XM_034769921.1|mRNA	0.096	0.013	3.093	0.801	0.521	7.341
PRRG4|XM_034769922.1|mRNA	0.212	1.321	0.000	2.764	4.558	0.000
PRRT1B|XM_034752018.1|mRNA	3.749	0.715	5.856	2.051	5.147	5.514
PRRT4|XM_034763369.1|mRNA	0.000	0.089	1.970	0.040	1.119	0.615
PRRX1|XM_034780407.1|mRNA	0.000	0.247	1.635	0.716	1.499	0.616
PRRX2|XM_034793952.1|mRNA	0.179	0.555	0.804	1.704	0.418	0.963
PRSS12|XM_034771011.1|mRNA	0.001	3.213	1.620	1.715	0.000	0.581
PRSS12|XM_034771012.1|mRNA	0.005	0.259	3.059	1.294	0.000	3.267
PRSS12|XM_034771014.1|mRNA	0.000	0.000	3.445	0.000	6.993	0.000
PRSS12|XM_034771016.1|mRNA	0.065	0.575	0.268	0.139	0.544	0.163
PRSS12|XR_004645790.1|transcript	0.000	0.700	0.000	0.627	0.378	0.000
PRSS16|XM_034792959.1|mRNA	0.268	0.030	0.917	1.938	10.799	9.300
PRSS23|XM_034759000.1|mRNA	3.192	5.529	56.300	26.351	89.872	60.824
PRSS35|XM_034766115.1|mRNA	9.188	29.246	48.308	61.506	40.586	39.301
PRSS35|XM_034766116.1|mRNA	0.429	3.485	0.232	0.357	1.686	0.100
PRSS35|XM_034766117.1|mRNA	0.000	0.000	0.000	1.852	0.000	0.000
PRSS54|XM_034788811.1|mRNA	0.000	0.266	0.849	1.194	0.000	4.364
PRSS55|XM_034766927.1|mRNA	0.230	1.023	3.345	1.072	0.971	2.629
PRSS8|XM_034768291.1|mRNA	0.000	0.319	0.414	0.268	0.000	0.000
PRTFDC1|XM_034760236.1|mRNA	1.168	1.567	18.144	4.453	15.447	11.067
PRTG|XM_034784781.1|mRNA	0.023	0.076	0.643	0.276	1.091	0.648
PRUNE1|XM_034757017.1|mRNA	1.023	2.423	5.829	4.911	5.590	5.026
PRUNE2|XM_034774229.1|mRNA	0.027	3.062	7.195	4.197	4.008	4.799
PRUNE2|XM_034774230.1|mRNA	0.000	0.118	1.541	0.452	0.000	1.344
PRUNE2|XM_034774231.1|mRNA	0.575	1.393	6.854	1.636	5.522	1.107
PRUNE2|XM_034774233.1|mRNA	0.676	2.099	3.324	1.725	1.136	0.560
PRXL2A|XM_034776377.1|mRNA	10.785	11.834	31.723	49.620	19.853	56.127
PRXL2A|XM_034776379.1|mRNA	1.081	3.245	6.549	5.921	8.023	20.049
PRXL2A|XM_034776381.1|mRNA	7.495	7.122	167.892	0.000	124.186	149.736
PRXL2B|XM_034753167.1|mRNA	3.246	2.879	13.222	11.870	53.983	88.657
PRXL2C|XM_034774476.1|mRNA	6.530	2.205	20.519	10.133	19.812	15.387
PRXL2C|XM_034774477.1|mRNA	0.398	2.403	5.574	0.000	0.000	0.000
PSAT1|XM_034774333.1|mRNA	14.781	27.171	167.732	36.573	57.788	71.255
PSD2|XM_034779779.1|mRNA	2.712	9.152	24.357	11.248	12.595	6.759
