SeqID	0dpa_1	0dpa_2	0dpa_3	1dpa_1	1dpa_2	1dpa_3	3dpa_1	3dpa_2	3dpa_3
prkcd|rna53513|gene27490|Level=2	0.389	0.448	0.472	0.251	0.282	0.356	0.034	0.285	0.112
prkcd|rna54710|gene28228|Level=2	0.195	0.434	0.135	0.384	0.609	1.023	1.397	1.706	1.636
prkcd|rna57589|gene30036|Level=2	0.181	0.192	0.152	0.144	0.237	0.122	0.009	0.016	0.019
prkcd|rna60261|gene31762|Level=2	1.261	1.890	1.533	1.225	1.705	0.987	6.446	3.245	5.537
prkce|rna19479|gene6037|Level=1	13.457	24.036	11.154	11.215	13.181	14.377	4.546	7.694	7.642
prkcg|rna45182|gene22273|Level=1	1.532	1.881	1.022	0.952	0.774	1.130	0.394	0.684	0.321
prkch|rna37374|gene17318|Level=1	17.973	15.844	15.084	5.260	6.039	8.465	3.236	10.535	7.410
prkci|rna59360|gene31159|Level=1	5.797	6.354	5.634	7.601	5.741	6.092	13.698	10.593	9.217
prkcq|rna39859|gene18925|Level=2	0.039	0.105	0.046	0.124	0.178	0.300	0.139	0.339	0.224
prkcq|rna43409|gene21162|Level=1	0.338	0.370	0.774	1.104	0.322	0.343	0.201	0.359	0.131
prkcq|rna46820|gene23317|Level=2	0.471	0.374	0.313	0.224	0.110	0.439	0.187	0.461	0.243
prkcq|rna51534|gene26232|Level=2	0.268	0.227	0.308	0.161	0.429	0.407	0.659	0.268	0.311
prkcq|rna52607|gene26927|Level=2	1.018	0.551	0.913	0.434	0.688	1.054	0.648	1.165	0.716
prkcq|rna55697|gene28813|Level=2	1.146	1.070	1.076	0.488	0.869	1.031	0.493	0.792	0.473
prkcq|rna58052|gene30319|Level=2	0.119	0.157	0.124	0.119	0.134	0.161	0.121	0.190	0.063
prkcsh|rna57427|gene29929|Level=1	29.901	35.166	26.355	44.882	48.199	53.064	83.148	69.952	79.186
prkcz|rna53787|gene27654|Level=1	21.163	36.218	17.164	20.402	23.865	25.864	6.303	13.418	10.386
prkd1|rna36541|gene16730|Level=1	16.938	23.836	13.970	23.504	24.074	27.613	37.930	35.639	32.804
prkd3|rna4022|gene1255|Level=1	3.441	5.529	4.686	3.289	4.113	4.638	5.339	6.269	5.886
prkdc|rna59103|gene30972|Level=1	2.305	2.346	2.013	1.329	1.328	1.749	2.992	3.383	2.823
prkg1|rna42954|gene20885|Level=1	2.581	5.807	2.508	7.526	6.604	6.928	6.766	5.810	5.791
prkg1|rna8330|gene2510|Level=1	1.494	3.002	1.303	5.106	4.845	4.752	6.247	4.953	4.479
prkg2|rna44763|gene21987|Level=2	1.412	3.344	1.201	1.686	1.734	1.713	0.243	0.459	0.220
prkra|rna23866|gene7393|Level=1	11.455	14.299	11.033	17.917	16.173	17.529	24.093	19.191	22.754
prkrip1|rna23880|gene7400|Level=1	18.423	20.521	17.293	23.525	21.876	25.954	28.419	25.983	28.035
prkx|rna64329|gene34197|Level=1	1.510	1.773	1.652	4.519	3.783	5.939	11.062	9.573	9.521
prlhr|rna35840|gene16284|Level=2	0.000	0.078	0.000	0.016	0.000	0.000	0.422	0.000	1.007
prlhr|rna40161|gene19137|Level=2	1.868	2.001	1.561	0.924	1.077	0.800	0.017	0.110	0.136
prlhr|rna49929|gene25200|Level=1	0.509	0.698	0.449	0.199	0.231	0.116	0.066	0.206	0.000
prlr|rna54267|gene27951|Level=1	7.371	12.557	8.984	5.758	5.748	5.826	7.499	6.068	6.761
prmt1|rna10561|gene3218|Level=1	101.749	92.206	95.201	333.592	333.520	365.793	367.672	329.773	358.401
prmt2|rna19464|gene6033|Level=1	4.233	6.422	3.676	3.624	4.787	5.753	6.865	6.132	7.032
prmt3|rna54052|gene27815|Level=1	12.323	16.029	9.958	39.318	43.285	40.612	29.113	26.213	33.753
prmt3|rna54490|gene28099|Level=1	7.021	8.491	6.232	28.232	24.930	25.820	22.892	17.896	19.000
prmt5|rna22034|gene6823|Level=1	17.332	16.273	13.631	48.243	44.630	52.255	74.905	61.425	64.471
prmt6|rna7339|gene2228|Level=1	2.268	2.624	2.113	4.269	3.751	4.850	6.267	5.170	7.249
prmt7|rna54688|gene28213|Level=1	12.588	10.642	11.481	26.620	25.689	29.260	34.046	30.277	32.708
prmt8|rna61613|gene32570|Level=1	11.726	15.351	9.526	4.872	5.797	3.890	0.434	1.016	0.871
prmt9|rna57392|gene29912|Level=1	19.119	20.951	15.279	17.544	19.093	21.539	22.566	24.322	22.331
prnp|rna21368|gene6617|Level=1	185.266	246.039	163.136	162.105	190.706	180.317	45.060	94.955	75.882
proc.2|rna13754|gene4211|Level=1	0.340	0.273	0.960	0.190	0.174	0.251	0.033	0.511	0.183
proca1|rna16053|gene4932|Level=1	8.391	23.634	6.795	3.341	4.669	4.429	14.872	18.250	12.888
prodh|rna58307|gene30463|Level=1	5.136	10.550	7.292	3.772	2.222	2.919	5.246	3.720	4.994
prok2|rna35577|gene16111|Level=1	0.031	0.262	0.148	0.920	0.679	0.536	0.041	0.291	0.045
prokr2|rna40383|gene19291|Level=1	1.418	0.593	0.556	2.376	1.696	2.177	0.000	0.835	0.357
prom1|rna50117|gene25307|Level=1	9.610	6.976	8.405	8.795	8.920	12.230	16.611	17.111	13.446
prom1|rna63486|gene33698|Level=2	0.777	2.274	1.673	0.738	0.960	0.830	2.900	0.819	1.107
prop1|rna46303|gene22990|Level=1	0.162	0.290	0.000	0.039	0.322	0.000	0.000	0.187	0.174
prorp|rna45584|gene22538|Level=1	1.679	1.614	1.523	2.596	2.340	2.758	2.413	2.841	2.461
prorsd1p|rna49252|gene24748|Level=1	8.228	6.029	8.449	12.341	12.460	11.343	17.652	15.331	17.716
pros1|rna55969|gene28994|Level=1	41.816	82.067	37.961	72.115	73.535	86.747	89.829	95.478	76.637
proser1|rna8553|gene2576|Level=1	10.750	16.612	9.326	11.444	12.528	16.648	19.254	20.821	18.032
proser2|rna63592|gene33747|Level=1	1.274	1.617	5.192	0.565	0.926	1.122	2.872	4.612	4.842
proser3|rna52733|gene26998|Level=2	3.237	3.915	2.275	2.263	2.508	5.034	10.480	9.263	9.052
proser3|rna59012|gene30915|Level=2	1.559	1.337	0.708	1.573	0.994	1.399	6.642	5.916	4.904
prox1|rna63038|gene33438|Level=1	0.706	1.132	0.645	0.608	0.629	0.686	0.550	0.533	0.291
proz|rna15695|gene4815|Level=1	0.851	1.627	0.793	1.503	1.879	2.117	2.303	2.879	2.511
prpf18|rna18129|gene5590|Level=1	30.472	32.141	26.984	26.428	29.772	30.213	23.887	23.876	23.365
prpf19|rna49305|gene24783|Level=1	22.184	20.148	17.111	36.357	35.133	36.431	56.975	48.066	47.280
prpf31|rna25366|gene7856|Level=1	13.362	12.937	13.177	17.498	18.981	20.454	22.901	22.962	23.788
prpf38a|rna27581|gene8526|Level=1	24.388	26.585	22.918	38.358	39.954	38.983	46.447	37.675	42.311
prpf38b|rna57050|gene29685|Level=1	10.221	16.835	9.944	14.227	15.391	18.886	23.752	22.839	19.669
prpf39.1|rna58762|gene30771|Level=1	25.295	38.647	24.498	27.348	29.235	38.763	35.031	39.430	34.523
prpf39.2|rna57571|gene30018|Level=1	10.691	12.465	9.393	11.617	13.797	15.782	20.176	19.198	19.241
prpf3|rna21100|gene6532|Level=1	10.444	11.594	9.499	15.487	14.725	18.723	23.731	20.985	21.662
prpf40a|rna49637|gene25005|Level=1	22.678	22.148	19.004	30.990	32.236	36.427	52.658	43.336	42.731
prpf40b|rna43876|gene21460|Level=1	23.179	45.967	20.213	16.534	19.351	20.071	13.024	18.613	11.710
prpf4b|rna42958|gene20887|Level=1	17.707	21.336	16.056	17.771	17.038	20.293	21.974	19.931	17.407
prpf4|rna60951|gene32182|Level=1	25.580	27.762	19.339	40.084	36.988	41.894	54.242	49.376	39.464
prpf6|rna63085|gene33472|Level=1	21.792	23.379	15.798	27.325	28.267	30.420	45.626	39.731	36.685
prpf8|rna16345|gene5017|Level=1	29.272	30.973	23.833	36.411	35.914	40.256	56.737	53.910	49.717
prph2l|rna57435|gene29934|Level=1	1.234	1.077	0.570	0.043	0.025	0.100	0.000	0.051	0.158
prph2|rna36612|gene16784|Level=1	0.256	0.528	0.221	0.316	0.349	0.368	0.088	0.296	0.245
prph|rna9683|gene2957|Level=1	129.333	248.990	99.436	404.986	401.973	417.521	27.521	142.637	97.604
prps1|rna17519|gene5405|Level=1	17.443	24.475	16.763	62.649	61.481	66.689	37.986	40.612	37.564
prps2|rna1299|gene415|Level=1	9.679	13.044	10.153	11.450	11.294	13.783	10.640	12.145	12.134
prpsap1|rna38162|gene17784|Level=1	12.411	21.167	15.581	19.372	20.134	20.709	22.448	22.593	23.217
prpsap2|rna25357|gene7853|Level=1	20.165	28.047	17.463	34.051	36.278	43.389	34.295	36.027	36.834
prr11|rna26878|gene8317|Level=1	2.162	1.031	0.982	1.127	1.028	1.280	14.215	10.250	11.513
prr12|rna55326|gene28601|Level=1	12.519	17.872	10.030	9.719	9.700	12.544	12.938	14.727	11.082
prr13|rna11459|gene3488|Level=1	60.938	77.198	65.615	49.973	56.236	49.198	48.405	48.052	47.495
prr14l|rna20218|gene6262|Level=1	4.673	5.366	4.786	5.398	5.906	6.411	6.203	5.866	5.552
prr14|rna25717|gene7976|Level=1	7.663	9.937	7.086	8.466	9.318	10.049	12.395	12.471	11.794
prr15l|rna56989|gene29637|Level=1	1.707	1.884	3.572	1.054	1.391	1.775	3.554	3.097	5.172
prr15|rna25405|gene7869|Level=1	1.571	1.284	7.166	0.929	0.843	1.826	1.004	4.413	2.482
prr16|rna55652|gene28783|Level=1	2.343	2.294	2.174	1.077	0.974	0.845	0.985	1.036	0.738
prr18|rna46756|gene23274|Level=1	2.682	4.037	2.127	3.798	3.917	5.579	9.144	7.045	5.601
prr21|rna39465|gene18661|Level=2	1.221	2.942	0.899	1.892	1.707	1.657	1.581	2.571	1.314
prr29|rna21272|gene6586|Level=1	0.673	1.146	1.386	1.453	1.885	2.022	1.180	3.338	2.000
prr35|rna48540|gene24377|Level=1	0.259	0.318	0.179	0.275	0.259	0.234	0.157	0.484	0.459
prr36|rna13989|gene4286|Level=1	15.584	21.845	12.275	14.152	16.138	18.298	6.034	9.435	6.968
prr5l|rna43148|gene21011|Level=1	1.954	3.066	1.857	1.912	1.432	2.420	3.363	2.621	3.444
prr7|rna54794|gene28277|Level=1	2.259	4.384	1.730	6.441	7.363	7.681	2.795	3.613	2.660
prrc1|rna60239|gene31745|Level=1	15.764	17.278	14.068	33.524	34.689	38.568	40.609	37.847	40.969
prrc2a|rna21247|gene6580|Level=1	25.271	34.721	19.599	28.081	27.117	30.166	33.751	35.068	29.438
prrc2a|rna40375|gene19285|Level=2	12.723	29.388	18.285	12.530	26.514	30.264	20.958	26.636	32.284
prrc2b|rna40455|gene19344|Level=1	22.710	35.203	10.645	29.207	27.144	26.934	23.431	30.729	18.095
prrc2c|rna56551|gene29361|Level=1	5.684	4.771	5.296	11.459	8.862	10.700	22.504	18.704	16.049
prrg1|rna60180|gene31700|Level=1	14.314	28.230	14.823	23.026	22.659	24.003	19.567	20.196	16.446
prrg2|rna51|gene18|Level=1	3.389	3.430	5.686	2.365	4.192	3.608	8.144	8.342	10.661
prrg3|rna14703|gene4516|Level=1	2.474	4.330	1.949	2.633	2.425	1.858	0.147	0.578	0.716
prrg4|rna48205|gene24183|Level=1	1.173	1.099	6.506	0.545	0.857	1.016	7.615	3.264	7.574
prrt1b|rna49231|gene24741|Level=1	0.359	1.847	0.289	0.405	0.751	0.430	0.513	0.284	0.271
prrt1|rna12696|gene3890|Level=1	79.154	95.574	63.624	53.807	51.561	53.055	9.296	18.918	15.088
prrt2|rna44363|gene21730|Level=1	24.100	60.236	20.080	23.370	22.793	18.302	2.207	6.078	4.493
prrt3|rna53763|gene27640|Level=1	1.594	2.266	1.302	2.070	1.681	1.860	2.230	2.623	2.062
prrt4|rna57063|gene29694|Level=1	3.525	5.413	2.756	2.734	3.151	4.028	5.210	5.010	5.047
prrx1|rna1601|gene518|Level=1	0.313	0.598	0.354	0.843	0.712	0.684	6.384	2.412	3.112
prrx2|rna307|gene103|Level=1	4.052	5.825	3.104	3.936	3.646	3.309	7.390	5.667	5.101
prss1.2|rna43255|gene21074|Level=1	0.831	3.124	0.857	2.652	2.581	2.054	0.529	2.082	1.389
prss12|rna11508|gene3506|Level=2	7.428	12.951	7.520	8.084	7.433	8.309	3.572	4.646	3.121
prss12|rna36786|gene16905|Level=1	0.362	1.376	0.373	0.515	0.343	0.677	2.739	0.969	1.807
prss16|rna11747|gene3577|Level=1	6.761	10.194	8.058	18.578	18.331	18.574	21.253	21.409	23.923
prss1|rna14667|gene4505|Level=1	0.388	0.578	0.451	0.266	0.447	0.395	0.559	0.491	0.520
prss23|rna25652|gene7953|Level=2	0.081	0.097	0.259	0.034	0.171	0.066	0.554	0.536	0.881
prss23|rna37445|gene17353|Level=1	2.384	3.211	2.462	3.105	2.171	2.627	7.054	4.359	5.196
prss27.3|rna19800|gene6134|Level=2	2.394	2.397	2.835	2.374	3.712	2.533	7.744	4.085	7.652
prss27|rna22458|gene6966|Level=1	2.410	1.793	16.490	1.466	4.746	5.200	37.434	18.280	39.746
prss27|rna54169|gene27894|Level=2	0.029	0.035	0.171	0.113	0.000	0.099	1.413	1.779	1.600
prss27|rna57586|gene30033|Level=2	0.170	0.000	0.168	0.166	0.229	0.197	2.456	8.056	7.552
prss29|rna4410|gene1376|Level=1	12.749	20.012	14.170	15.054	16.724	17.505	14.943	18.739	17.571
prss35|rna40741|gene19514|Level=1	4.456	7.951	3.120	2.794	2.911	2.856	2.203	2.248	3.787
prss3|rna43249|gene21068|Level=2	0.980	1.495	0.691	1.263	0.891	1.339	0.356	0.410	0.450
prss3|rna63083|gene33470|Level=2	1.294	0.067	0.794	1.152	1.183	2.239	0.036	0.065	0.121
prss53|rna52334|gene26751|Level=2	0.019	0.090	0.022	0.194	0.215	0.215	0.318	0.263	0.299
prss56|rna50085|gene25294|Level=1	0.699	0.834	0.605	0.118	0.155	0.238	0.343	0.316	0.404
prss8l.5	4.708	2.082	21.202	0.469	20.825	2.244	100.017	11.715	63.260
prss8|rna11867|gene3605|Level=1	1.941	1.334	3.089	1.914	1.816	2.933	5.133	3.593	3.996
prss8|rna61987|gene32788|Level=2	0.000	0.000	0.000	0.000	0.366	0.000	2.415	0.522	2.127
prtfdc1|rna12656|gene3878|Level=1	11.812	4.594	9.066	19.695	19.520	25.218	65.425	44.667	54.869
prtg|rna38676|gene18114|Level=1	0.902	1.055	0.984	0.429	0.352	0.471	0.529	0.746	0.356
prtn3-like.2|rna8754|gene2635|Level=1	5.920	4.137	11.209	25.663	16.240	13.053	6.262	8.985	4.227
prtn3|rna2877|gene897|Level=1	5.379	3.983	8.228	9.378	5.945	3.610	3.961	3.823	3.055
prune1|rna51906|gene26458|Level=1	3.402	4.487	2.515	4.358	3.045	3.217	4.727	5.869	4.082
prune2|rna47927|gene24000|Level=1	5.926	11.938	3.927	7.598	4.402	8.133	17.085	11.637	5.295
prune2|rna60023|gene31599|Level=1	31.351	60.513	29.441	19.744	24.661	26.472	5.460	14.653	9.353
prxl2a|rna9949|gene3037|Level=1	44.659	56.183	45.471	40.542	40.673	42.252	21.001	27.455	29.306
prxl2b|rna6108|gene1874|Level=1	21.692	21.666	54.120	18.612	24.743	34.439	19.302	26.381	24.575
prxl2c|rna63273|gene33580|Level=1	15.059	23.240	15.102	15.593	16.690	15.302	14.124	15.503	15.759
prx|rna49551|gene24963|Level=1	3.219	17.126	2.792	3.878	4.275	5.911	1.465	4.785	3.133
psap|rna7359|gene2235|Level=1	270.595	363.892	336.880	287.699	327.664	345.767	226.418	346.654	299.043
psat1|rna7821|gene2364|Level=1	43.184	62.769	42.594	41.700	40.166	46.773	34.728	45.663	39.405
psd3|rna44611|gene21877|Level=1	5.204	5.490	4.622	3.561	3.000	2.907	2.414	3.748	1.770
psd4|rna51739|gene26367|Level=1	2.005	3.369	2.389	4.016	3.422	2.957	2.542	2.706	3.024
psd|rna41028|gene19710|Level=2	3.454	6.483	3.228	5.520	6.445	8.241	1.467	3.191	2.487
psd|rna44403|gene21765|Level=1	1.114	1.052	1.207	1.785	1.416	1.567	0.014	0.549	0.364
psd|rna51613|gene26288|Level=2	1.136	0.813	0.757	1.255	1.248	1.076	0.147	0.482	0.380
psd|rna58780|gene30780|Level=2	0.358	0.342	0.127	0.566	0.255	0.287	0.000	0.086	0.115
psen1|rna46493|gene23108|Level=1	45.218	49.006	42.270	48.654	50.511	54.095	55.001	54.151	53.756
psen2|rna3551|gene1110|Level=1	15.607	21.027	15.402	22.611	22.369	24.448	19.030	20.729	21.323
psenen|rna1745|gene563|Level=1	51.197	57.933	42.613	62.461	67.455	59.206	69.037	73.987	73.514
psg3|rna41822|gene20177|Level=1	4.731	1.812	3.139	6.803	4.877	5.526	2.195	2.030	1.150
psip1|rna47236|gene23602|Level=1	38.547	52.688	35.417	28.817	33.549	37.227	24.663	31.818	26.281
pskh1|rna480|gene164|Level=1	10.667	14.201	10.652	12.388	11.592	13.628	19.232	16.659	17.646
pskh2|rna45673|gene22601|Level=1	0.194	0.288	0.237	0.204	0.119	0.192	0.353	0.205	0.393
psma2|rna12211|gene3731|Level=1	159.264	123.177	140.085	294.895	325.953	300.278	344.185	286.008	330.462
psma3|rna6818|gene2077|Level=1	120.272	87.416	105.818	215.465	207.950	204.615	253.639	199.507	240.404
psma4|rna21568|gene6678|Level=1	66.803	49.437	59.954	133.669	139.914	133.734	143.565	120.213	130.505
psma5|rna37762|gene17557|Level=1	99.955	86.346	80.582	233.109	247.672	259.734	259.075	212.190	248.691
psma6|rna8704|gene2621|Level=1	156.606	127.769	148.809	258.463	278.508	267.665	317.853	273.608	316.773
psma7|rna18960|gene5866|Level=1	178.564	112.083	133.922	320.873	332.121	296.277	364.548	307.623	318.768
psmb1|rna3266|gene1020|Level=1	116.678	85.149	102.729	259.085	283.258	260.601	265.135	219.236	258.394
psmb2|rna36859|gene16964|Level=1	182.284	157.591	182.821	317.812	328.074	282.108	322.544	273.344	320.361
psmb3|rna6989|gene2131|Level=1	171.705	125.051	163.895	320.333	343.228	313.972	348.593	287.870	322.095
psmb4|rna59786|gene31449|Level=1	278.259	236.887	199.848	346.182	348.204	310.235	431.702	384.217	390.769
psmb5|rna24467|gene7601|Level=1	155.600	112.898	112.418	250.169	243.194	238.610	314.206	247.319	265.025
psmb6|rna24742|gene7688|Level=1	182.041	124.485	112.499	239.063	223.295	204.033	273.449	216.629	204.392
psmb7.2|rna42601|gene20652|Level=1	1.009	1.865	1.548	0.527	0.714	0.831	1.454	1.201	1.049
psmb7|rna12455|gene3817|Level=1	105.152	67.363	91.103	184.640	200.053	176.468	195.645	153.208	191.556
psmb8|rna21654|gene6704|Level=1	2.194	5.760	8.815	3.917	3.837	3.530	5.383	12.919	9.477
psmb8|rna56464|gene29310|Level=2	27.127	18.004	30.813	44.163	49.353	58.789	3.453	11.905	4.601
psmb9|rna40399|gene19303|Level=1	3.789	4.300	6.584	2.645	2.057	2.981	3.374	6.789	5.177
psmb9|rna52520|gene26876|Level=2	3.970	5.352	7.752	4.766	6.263	5.630	1.195	0.922	1.160
psmc1|rna9996|gene3052|Level=1	109.270	85.668	87.552	187.162	192.616	199.065	208.967	175.340	198.012
psmc2|rna19024|gene5887|Level=1	83.453	76.657	67.344	133.777	143.154	151.099	139.683	119.273	130.462
psmc3ip|rna12810|gene3932|Level=1	15.242	13.962	13.303	13.958	13.765	14.525	17.827	17.224	17.379
psmc3|rna15868|gene4871|Level=1	106.371	106.564	91.174	162.194	167.505	175.431	155.018	138.447	148.110
psmc4|rna45894|gene22745|Level=1	83.858	58.937	65.914	151.952	147.975	135.276	133.877	116.792	122.912
psmc5|rna63134|gene33514|Level=1	89.217	81.078	80.313	154.460	151.524	155.295	165.391	141.806	154.732
psmc6|rna36615|gene16787|Level=1	111.468	124.562	88.457	166.414	180.494	191.295	193.948	165.360	176.957
psmd10|rna16407|gene5039|Level=1	13.934	16.215	14.643	35.721	33.566	38.099	33.342	28.556	30.139
psmd11|rna6981|gene2127|Level=1	37.098	36.192	32.410	75.057	72.808	75.747	86.171	77.712	83.266
psmd13|rna23892|gene7405|Level=1	54.389	49.533	44.246	99.776	102.817	96.201	117.168	98.355	107.870
psmd14|rna25855|gene8005|Level=1	62.855	52.616	48.085	135.168	139.693	143.384	153.693	121.177	135.479
psmd1|rna18765|gene5802|Level=1	70.711	57.539	52.193	124.029	127.592	132.252	136.034	113.453	121.268
psmd2|rna15684|gene4810|Level=1	67.435	54.799	49.262	116.583	120.582	131.008	126.535	108.723	114.670
psmd3|rna16394|gene5033|Level=1	65.627	77.096	59.504	109.429	110.212	107.670	123.576	104.583	114.890
psmd4|rna47280|gene23626|Level=1	3.894	5.065	1.250	2.416	2.816	3.220	0.457	2.458	7.619
psmd5|rna8924|gene2695|Level=1	14.849	16.233	11.982	19.377	17.859	18.872	26.264	23.600	23.118
psmd6|rna9519|gene2902|Level=1	61.262	44.597	48.823	144.570	142.196	145.398	160.522	136.908	138.968
psmd7|rna24675|gene7665|Level=1	56.323	43.724	50.052	129.738	133.188	134.345	140.107	112.971	131.049
psmd8|rna64129|gene34076|Level=1	151.198	131.924	131.019	241.449	256.338	239.872	193.327	192.940	209.488
psmd9|rna3445|gene1073|Level=1	17.986	20.440	18.490	26.323	24.002	25.755	27.320	23.813	28.194
psme1|rna43547|gene21249|Level=1	29.263	24.916	44.041	30.354	28.923	27.355	24.916	38.306	27.387
psme2|rna4134|gene1292|Level=1	22.769	16.139	36.283	30.985	28.766	27.776	25.120	26.927	22.755
psme3ip1|rna16402|gene5037|Level=1	18.578	20.121	15.204	30.756	29.510	34.871	36.616	34.313	34.681
psme3|rna26928|gene8338|Level=1	15.080	14.327	15.199	53.138	48.504	58.232	40.625	42.304	41.682
psme4|rna63462|gene33680|Level=1	8.177	9.841	8.550	13.333	12.562	13.895	14.436	14.942	14.255
psmg1|rna24060|gene7466|Level=1	41.429	35.104	38.473	56.406	60.105	54.060	60.124	55.936	59.855
psmg2|rna17645|gene5441|Level=1	18.636	18.858	16.499	33.354	37.006	36.150	41.863	33.145	36.506
psmg3|rna20381|gene6311|Level=1	17.192	17.313	17.244	19.164	18.447	18.064	23.808	21.715	25.157
psmg4|rna7238|gene2193|Level=1	29.808	36.452	30.033	38.001	38.853	37.709	58.599	47.283	50.589
pspc1|rna21336|gene6606|Level=1	34.397	48.812	26.975	46.800	41.298	43.846	26.795	30.391	27.662
psph|rna24503|gene7615|Level=1	6.495	7.909	6.624	22.996	24.322	33.481	17.680	25.245	19.848
pstk|rna4166|gene1300|Level=1	2.430	3.013	3.352	3.241	4.295	4.046	3.960	3.672	3.652
pstpip1|rna57328|gene29874|Level=1	1.230	2.566	1.426	3.297	2.279	1.914	0.813	1.762	1.323
pstpip2|rna32944|gene13799|Level=1	5.195	9.647	6.977	7.126	8.567	7.055	7.425	13.510	7.981
ptafr|rna13387|gene4100|Level=1	0.996	1.302	1.803	5.155	4.485	3.092	9.728	4.500	13.110
ptar1|rna11737|gene3573|Level=1	12.919	16.610	10.772	12.391	11.717	12.909	10.081	11.020	10.618
ptbp1|rna17399|gene5369|Level=1	29.718	30.145	41.684	45.621	49.052	62.225	115.805	97.716	110.760
ptbp2|rna56738|gene29483|Level=1	29.843	37.389	27.741	34.278	38.108	46.016	16.069	26.306	22.320
ptbp3|rna47704|gene23869|Level=1	10.175	9.886	10.473	8.980	7.915	10.913	13.735	13.515	14.120
ptcd1|rna40721|gene19496|Level=1	13.689	13.126	12.044	19.157	18.543	18.995	21.051	19.621	19.471
ptcd2|rna4274|gene1334|Level=1	4.041	4.976	4.296	7.718	8.506	9.632	6.071	6.763	6.612
ptcd3|rna22260|gene6901|Level=1	55.834	69.214	47.660	47.386	48.610	47.121	56.021	53.801	50.345
ptch1|rna41282|gene19854|Level=1	13.875	20.733	12.172	8.994	9.762	12.722	15.929	18.143	13.712
ptch2|rna63359|gene33634|Level=1	21.135	23.476	15.578	11.269	11.291	14.351	37.430	37.005	30.043
ptchd1|rna45055|gene22178|Level=1	5.768	6.027	4.475	3.340	3.393	3.314	0.099	1.116	0.612
ptchd4-like|rna31057|gene11935|Level=1	0.386	1.289	0.273	1.581	0.702	0.790	0.000	0.268	0.111
ptchd4|rna63931|gene33954|Level=1	0.523	0.874	0.506	1.390	1.410	1.415	0.165	0.525	0.287
ptdss1|rna16307|gene5006|Level=1	20.744	27.742	19.928	28.510	29.537	34.744	26.885	30.133	26.374
ptdss2|rna10199|gene3113|Level=1	5.755	7.605	5.422	7.900	7.362	8.858	12.931	13.588	12.217
pten|rna19073|gene5899|Level=1	8.272	11.597	8.503	18.790	18.050	21.475	15.889	14.176	13.993
pter|rna495|gene168|Level=1	6.775	8.570	6.272	5.399	6.077	7.089	5.372	6.701	5.987
ptf1a|rna46480|gene23099|Level=2	0.135	0.295	0.079	0.044	0.204	0.102	0.087	0.052	0.129
ptger1|rna48626|gene24425|Level=1	0.301	0.886	0.449	0.665	0.730	0.456	0.026	0.186	0.144
ptger2|rna48129|gene24126|Level=1	0.413	0.832	0.595	1.463	1.219	1.370	0.411	0.686	0.451
ptger3|rna9313|gene2829|Level=1	0.798	1.719	0.560	0.628	0.366	0.653	0.181	0.194	0.221
ptger4|rna3553|gene1111|Level=1	2.630	4.237	2.996	3.952	3.819	3.580	2.130	3.184	2.494
ptges2|rna19703|gene6102|Level=1	21.884	17.079	15.834	25.221	21.937	24.119	30.539	29.809	28.007
ptges3l|rna52230|gene26676|Level=1	0.593	0.632	1.064	3.375	0.815	0.816	2.821	1.552	1.790
ptges3|rna24526|gene7620|Level=1	82.501	89.065	73.997	203.949	183.859	230.279	209.473	198.227	193.800
ptges|rna43725|gene21375|Level=1	17.648	26.173	15.360	15.509	16.105	10.986	21.675	19.091	18.217
ptgfrn|rna62242|gene32951|Level=1	2.385	3.256	2.020	9.428	6.410	7.592	9.323	9.493	6.467
ptgfr|rna60357|gene31815|Level=1	0.858	1.505	0.850	1.544	1.485	1.440	0.449	0.581	0.562
ptgir|rna56914|gene29589|Level=1	0.854	2.568	0.718	1.062	1.601	1.614	0.689	1.335	1.051
ptgr1.2|rna14047|gene4305|Level=1	24.660	10.153	19.073	12.210	12.247	12.834	12.469	12.863	11.376
ptgr1.3|rna37863|gene17629|Level=1	51.589	37.324	62.996	25.627	27.685	31.844	79.886	103.850	86.242
ptgr2|rna41725|gene20119|Level=1	7.331	11.920	7.243	8.452	8.580	9.157	10.494	8.190	8.754
ptgs1|rna41345|gene19900|Level=1	4.134	3.687	4.404	8.282	7.638	6.938	14.889	7.156	19.427
ptgs2|rna18629|gene5751|Level=1	4.616	2.986	10.246	2.696	3.090	3.625	7.855	4.051	11.715
pth1r|rna45058|gene22182|Level=1	0.946	1.669	0.925	0.855	0.831	0.807	0.757	0.402	0.602
pth2r|rna50100|gene25302|Level=1	0.347	0.911	0.383	0.359	0.443	0.530	0.658	0.953	0.778
pth2|rna31618|gene12491|Level=1	0.044	0.104	0.103	0.383	0.199	0.596	0.508	0.505	0.940
pthlh|rna61697|gene32632|Level=1	0.091	0.182	0.215	6.272	3.327	6.829	4.965	7.903	7.087
pth|rna43892|gene21468|Level=1	0.022	0.053	0.000	0.087	0.025	0.000	0.896	0.569	0.898
ptk2b|rna50089|gene25295|Level=1	0.604	0.883	0.791	1.506	1.129	0.948	6.444	3.061	7.990
ptk2|rna27316|gene8444|Level=1	15.587	25.145	11.397	19.718	20.349	21.016	16.623	18.641	18.032
ptk6|rna15150|gene4654|Level=1	4.968	5.069	11.432	2.993	4.237	6.148	8.638	11.549	10.803
