SeqID	ctrl_r1	ctrl_r2	0hpa_r1	0hpa_r2	6hpa_r1	24hpa_r1	24hpa_r2	72hpa_r1	72hpa_r2
rab11a|rna3601|gene1125|Level=1	406.785	389.323	291.088	278.881	352.892	350.679	444.087	377.309	366.291
rab11b.1|rna42672|gene20705|Level=1	139.907	150.525	134.608	108.653	122.856	141.604	167.132	133.145	145.188
rab11b.2|rna4518|gene1405|Level=1	9.430	5.028	8.844	8.017	6.661	4.626	5.256	4.989	5.332
rab11fip1|rna1519|gene486|Level=1	26.383	46.985	50.267	39.134	45.300	31.129	44.755	48.256	52.528
rab11fip2|rna8898|gene2684|Level=1	10.533	9.109	4.694	3.746	8.029	12.878	10.527	7.405	3.559
rab11fip3|rna42319|gene20487|Level=1	8.606	9.071	9.661	7.316	11.770	9.559	10.753	8.457	9.110
rab11fip4l|rna16961|gene5217|Level=1	13.025	9.338	2.742	4.148	4.231	4.571	5.886	4.955	3.963
rab11fip4|rna29964|gene10858|Level=1	13.081	12.004	7.534	1.748	7.732	9.166	19.878	11.867	7.742
rab11fip4|rna44826|gene22028|Level=1	7.717	7.073	7.223	1.536	8.541	7.689	6.108	9.544	1.855
rab11fip5|rna44462|gene21802|Level=1	18.407	21.424	21.485	19.131	27.673	20.988	22.550	32.681	22.852
rab12|rna40187|gene19156|Level=1	11.953	7.974	6.348	7.263	8.168	8.355	10.829	9.758	12.433
rab13|rna46082|gene22856|Level=1	20.935	17.489	13.890	12.434	22.642	20.751	22.215	24.999	15.397
rab14|rna27484|gene8492|Level=1	149.390	156.075	143.846	115.338	153.663	146.597	143.333	146.149	121.990
rab15|rna17564|gene5418|Level=1	5.480	5.534	4.961	4.615	9.210	4.580	5.754	5.296	1.904
rab18|rna26477|gene8195|Level=1	62.630	75.422	65.665	55.879	65.862	65.633	73.808	65.741	65.635
rab19|rna8293|gene2499|Level=1	32.952	44.714	28.660	29.941	31.531	24.805	33.605	32.606	33.108
rab1a|rna2303|gene722|Level=1	158.142	139.042	142.369	115.178	146.007	141.420	146.112	127.955	120.605
rab20|rna13266|gene4063|Level=1	4.761	5.438	5.275	5.048	9.119	7.010	6.755	10.601	7.609
rab21|rna61124|gene32268|Level=1	23.465	31.815	32.501	29.988	24.904	20.479	25.944	24.372	24.470
rab23|rna21044|gene6511|Level=1	10.638	12.634	15.218	8.988	17.936	9.131	9.700	9.870	7.819
rab24|rna22882|gene7092|Level=1	17.459	18.087	18.277	13.613	19.659	22.639	22.706	15.795	15.893
rab25|rna13118|gene4015|Level=1	85.114	100.953	69.435	73.445	104.886	77.297	79.833	92.357	55.217
rab26|rna53098|gene27236|Level=1	0.500	0.524	0.894	0.497	0.808	0.242	0.643	0.554	0.722
rab27a|rna19558|gene6063|Level=1	55.036	56.646	35.955	38.474	36.896	47.617	54.524	30.086	24.534
rab27b|rna41447|gene19952|Level=1	273.658	308.211	199.293	210.051	220.185	192.214	254.745	182.371	115.310
rab28|rna54101|gene27852|Level=1	9.233	9.375	10.296	6.010	11.355	6.401	3.835	4.194	3.837
rab29|rna4950|gene1519|Level=1	8.953	14.749	14.167	14.774	12.547	12.440	13.402	17.238	20.270
rab2a|rna10975|gene3354|Level=1	163.238	155.207	141.854	115.906	137.241	128.965	134.377	118.197	123.264
rab2b|rna1538|gene494|Level=1	38.107	41.789	37.723	29.756	34.373	33.629	31.008	21.110	19.108
rab30|rna5825|gene1782|Level=1	21.904	21.588	23.362	27.820	19.406	10.740	15.319	37.742	21.188
rab31|rna10313|gene3152|Level=1	3.021	3.620	1.969	2.857	5.965	7.616	13.361	12.171	10.237
rab32|rna13175|gene4030|Level=2	7.739	6.172	3.142	2.917	5.638	4.272	5.613	4.079	4.684
rab32|rna8778|gene2644|Level=1	19.055	15.597	7.711	7.926	11.229	9.269	8.771	9.707	10.754
rab33a|rna7380|gene2244|Level=1	1.258	0.815	1.042	0.724	1.133	0.670	0.629	0.667	0.416
rab33b|rna26328|gene8154|Level=1	4.829	6.130	5.944	5.890	7.624	6.295	6.938	6.379	4.426
rab34|rna41898|gene20222|Level=1	13.886	10.520	4.765	3.903	9.759	18.625	17.143	13.110	12.669
rab35l|rna55454|gene28655|Level=1	26.196	23.937	20.250	25.912	31.769	22.884	32.345	35.468	35.673
rab35|rna24639|gene7653|Level=1	66.485	56.507	52.848	58.521	67.946	69.385	68.419	63.152	57.821
rab36|rna61915|gene32751|Level=1	3.033	2.752	2.292	1.206	3.388	1.526	1.000	1.983	1.172
rab37|rna27473|gene8490|Level=1	19.438	28.442	33.231	34.312	41.452	31.852	22.534	15.408	13.370
rab38|rna18394|gene5670|Level=1	31.753	22.871	7.321	8.402	8.735	6.251	3.676	14.163	9.239
rab39a|rna16412|gene5041|Level=1	5.292	5.183	7.420	6.356	16.936	13.893	18.280	23.415	11.014
rab39b|rna22628|gene7018|Level=1	1.005	0.724	0.956	0.887	1.300	0.414	0.763	0.542	0.131
rab3a|rna62183|gene32907|Level=1	15.302	12.609	15.971	11.999	13.936	5.651	4.935	3.794	3.654
rab3b|rna12554|gene3847|Level=1	0.923	0.989	0.162	0.827	1.802	1.204	0.723	0.896	0.481
rab3c|rna58790|gene30790|Level=1	1.995	1.274	1.570	0.989	2.210	0.938	1.123	1.012	0.713
rab3d|rna20036|gene6199|Level=1	119.788	125.201	82.026	80.606	103.752	85.008	87.174	98.320	62.731
rab3gap1|rna21718|gene6723|Level=1	17.084	17.781	13.307	13.141	16.954	19.957	25.298	24.133	18.294
rab3gap2|rna61922|gene32755|Level=1	12.714	12.189	12.421	9.838	13.454	13.144	14.504	13.268	12.176
rab3il1|gene24486|gene24486|Level=2	1.744	0.460	0.221	1.218	0.982	0.514	1.991	0.744	0.859
rab3il1|rna61254|gene32338|Level=1	12.867	6.796	6.839	12.323	6.935	4.943	7.302	8.443	6.601
rab3ip|rna2583|gene815|Level=1	16.745	19.332	15.935	18.727	14.151	18.239	13.552	16.679	18.540
rab40b|rna56969|gene29627|Level=1	15.994	5.526	8.318	9.115	7.031	5.205	4.108	6.739	8.150
rab40c|rna1855|gene597|Level=1	10.430	11.457	8.019	9.702	12.016	12.257	13.515	15.403	9.250
rab41|rna20998|gene6494|Level=1	9.061	10.962	8.777	11.226	10.925	8.971	9.942	13.851	9.548
rab44|rna49423|gene24870|Level=1	0.609	0.565	1.648	1.009	1.748	1.457	2.382	4.566	2.100
rab4b|rna37221|gene17207|Level=1	22.572	25.189	22.774	24.215	35.166	27.192	38.103	31.453	26.886
rab5a|rna19933|gene6173|Level=1	72.419	91.744	92.603	74.073	93.332	76.500	82.763	75.437	62.605
rab5b|rna63375|gene33647|Level=1	12.202	12.221	12.683	9.439	14.372	13.859	16.160	15.088	9.734
rab5c|rna62593|gene33150|Level=1	59.055	64.756	49.420	48.268	70.105	65.400	72.323	56.812	58.801
rab5d|rna5457|gene1665|Level=1	24.085	24.081	22.487	22.567	24.109	30.825	34.010	29.785	23.622
rab5if|rna16808|gene5165|Level=1	88.862	77.580	73.452	64.125	68.959	98.352	75.942	49.068	59.760
rab6a|rna59081|gene30956|Level=1	202.731	193.324	183.386	154.039	182.398	183.025	212.851	198.894	155.319
rab6b|rna13215|gene4046|Level=1	6.270	4.747	4.844	4.514	5.316	3.190	3.558	3.146	1.949
rab7a|rna58514|gene30597|Level=1	118.465	154.576	133.317	100.182	160.479	129.769	149.475	124.237	137.241
rab7b|rna60185|gene31702|Level=1	12.196	15.479	11.392	12.783	18.230	13.789	24.914	23.426	23.837
rab8a|rna3226|gene1008|Level=1	31.414	40.825	39.986	33.084	44.950	37.450	48.010	40.181	38.631
rab8b|rna8927|gene2696|Level=1	10.579	10.641	9.252	10.829	10.690	7.878	10.347	10.530	9.261
rab9a|rna26960|gene8349|Level=1	13.014	22.491	15.934	16.093	17.499	15.575	18.386	18.624	12.938
rab9b|rna13963|gene4281|Level=1	4.314	6.508	4.845	7.433	5.432	5.830	11.542	17.783	4.599
rabac1|rna53900|gene27720|Level=1	70.673	101.237	67.158	65.492	67.970	61.324	60.052	41.586	52.808
rabep1|rna24163|gene7496|Level=1	12.957	13.651	12.685	11.204	14.587	15.249	15.490	14.703	14.347
rabep2|rna33779|gene14615|Level=1	20.253	18.861	17.485	20.531	18.643	19.955	21.104	21.969	18.869
rabepk|rna17342|gene5351|Level=1	10.142	10.925	8.146	6.627	10.458	7.475	8.700	10.957	7.696
rabepk|rna23909|gene7410|Level=2	27.612	21.319	22.489	21.424	12.156	18.187	19.422	19.874	12.892
rabgap1l|rna43846|gene21443|Level=1	13.773	14.438	13.925	13.085	12.531	12.602	14.197	15.977	12.456
rabgap1|rna61576|gene32543|Level=1	10.125	10.788	9.375	9.068	11.740	12.625	15.008	17.782	11.533
rabgef1|rna13867|gene4251|Level=1	8.806	10.637	9.169	8.959	10.372	9.077	12.295	12.529	9.018
rabgef1|rna40634|gene19443|Level=2	4.351	5.296	3.626	4.246	4.161	4.692	4.439	5.899	3.549
rabggta|rna13968|gene4282|Level=1	38.427	41.978	35.649	33.819	34.151	38.580	38.750	33.416	40.360
rabggtb|rna49555|gene24965|Level=1	28.198	29.130	24.145	23.768	27.076	22.732	28.324	24.110	24.741
rabif|rna6072|gene1860|Level=1	30.754	43.369	38.659	30.049	40.256	34.731	45.822	48.248	32.793
rabl2b|rna37018|gene17062|Level=1	9.068	8.364	6.059	5.321	8.206	7.203	9.500	8.431	6.844
rabl3|rna37881|gene17641|Level=1	14.133	15.723	9.067	12.491	13.436	11.433	12.827	16.729	17.028
rabl3|rna42482|gene20595|Level=2	12.005	11.108	9.009	14.547	13.462	15.018	13.565	19.885	7.617
rabl6|rna57385|gene29906|Level=1	27.572	22.941	22.835	19.460	22.702	27.184	27.792	32.119	22.587
rac1|rna18293|gene5636|Level=1	247.484	328.057	309.658	321.729	326.502	257.134	356.599	338.388	424.601
rac2|rna8107|gene2441|Level=1	14.928	16.992	27.200	30.409	52.038	43.821	48.929	79.662	55.696
rac3|rna3929|gene1230|Level=1	5.010	6.357	5.207	5.299	7.811	5.155	6.319	7.326	4.565
racgap1.2|rna24346|gene7559|Level=1	0.772	0.707	0.938	0.635	0.927	0.432	0.432	0.735	0.417
racgap1|rna41011|gene19698|Level=1	37.111	42.042	31.298	29.553	37.459	32.926	31.747	23.065	17.508
rack1|rna12483|gene3826|Level=1	3090.490	2687.830	2448.420	3044.740	2822.160	3066.110	3145.650	3613.070	3309.210
rad17|rna13292|gene4069|Level=1	12.467	12.739	10.104	12.020	13.659	14.624	17.929	18.203	13.907
rad18|rna50522|gene25586|Level=1	3.713	3.265	2.957	2.615	2.302	2.188	2.639	3.276	1.943
rad1|rna6786|gene2067|Level=1	11.001	14.594	13.004	14.206	15.335	15.428	19.160	23.126	13.923
rad21|rna1684|gene544|Level=1	105.501	99.725	98.767	82.329	92.059	101.297	114.020	92.899	59.387
rad23b|rna1360|gene435|Level=1	83.911	87.492	81.448	73.100	87.662	92.594	92.292	84.739	75.404
rad50|rna51055|gene25902|Level=1	9.987	8.829	8.887	7.892	9.257	9.426	9.989	12.038	9.888
rad51ap1|rna40841|gene19573|Level=1	23.143	23.292	18.723	18.024	14.940	17.087	24.069	20.113	12.389
rad51c|rna13897|gene4260|Level=1	4.037	3.176	4.495	2.598	2.617	3.403	2.728	4.267	1.988
rad51c|rna46791|gene23293|Level=1	2.331	1.407	2.301	2.079	1.111	3.062	2.344	2.221	2.932
rad51d|rna5837|gene1787|Level=1	4.056	4.032	3.932	3.251	4.163	2.589	3.034	2.960	1.760
rad51|rna17050|gene5250|Level=1	21.916	17.002	18.104	14.659	14.197	18.822	16.716	14.545	10.539
rad52|rna3672|gene1144|Level=1	8.459	6.010	4.804	5.415	5.558	6.754	5.835	5.695	3.852
rad54b|rna59863|gene31497|Level=1	4.677	3.984	3.654	3.234	2.900	3.961	4.552	3.480	2.814
rad54l2|rna11261|gene3428|Level=1	18.258	16.871	14.657	11.434	17.816	17.832	21.051	19.221	14.582
rad54l|rna15775|gene4842|Level=1	10.697	7.515	8.004	8.542	6.363	7.741	8.881	7.599	5.267
rad54l|rna58500|gene30583|Level=2	4.654	2.280	3.489	0.000	2.366	4.663	2.606	1.064	0.725
rad9a|rna43791|gene21411|Level=1	4.453	4.500	5.272	5.432	6.477	3.735	5.753	7.657	4.386
rad9b|rna7621|gene2309|Level=1	0.301	0.324	0.336	0.351	0.330	0.282	0.350	0.415	0.439
radx|rna14271|gene4381|Level=1	7.584	7.638	7.511	7.455	12.055	10.022	9.551	10.578	11.563
rae1|rna62502|gene33091|Level=1	95.971	85.508	78.745	82.234	83.451	100.502	94.813	93.805	80.880
raf1|rna51747|gene26371|Level=1	28.408	34.129	26.982	26.459	33.213	29.346	30.973	39.926	36.249
rag2|rna63362|gene33637|Level=1	0.738	0.856	0.644	0.342	0.082	0.100	0.299	0.129	0.168
rai14|rna57652|gene30074|Level=1	16.953	12.414	10.533	8.647	16.362	15.763	28.166	21.899	13.756
rai1|rna53837|gene27677|Level=1	0.513	0.437	0.402	0.331	0.336	0.267	0.497	0.780	0.714
rai2|rna5487|gene1677|Level=1	0.908	0.572	0.742	0.333	0.816	0.311	0.525	0.382	0.492
rala|rna54855|gene28308|Level=1	18.614	21.334	18.714	14.894	25.610	20.918	24.828	24.477	26.162
ralbp1|rna16292|gene5003|Level=1	26.979	33.003	24.673	25.322	30.102	30.955	35.876	28.294	27.827
ralgapa1|rna64132|gene34078|Level=1	1.610	1.506	1.849	1.906	2.452	2.544	3.758	4.073	2.083
ralgapa2|rna49312|gene24787|Level=1	4.249	4.723	3.986	4.638	6.634	5.040	8.668	6.345	4.591
ralgapb|rna37577|gene17438|Level=1	10.748	14.345	11.755	9.229	12.188	15.168	17.397	18.274	12.266
ralgds|rna50991|gene25869|Level=1	13.761	10.000	10.510	16.486	16.730	12.554	19.109	25.272	30.484
ralgps1|rna33133|gene13982|Level=1	5.353	9.476	5.140	4.234	5.755	4.169	11.170	5.662	5.369
ralgps1|rna35639|gene16147|Level=1	10.099	13.680	14.197	12.781	12.038	13.092	13.694	19.440	12.642
ralgps2|rna58760|gene30770|Level=1	11.342	6.766	9.762	17.522	7.273	8.421	7.859	8.205	6.263
ralyl|rna43830|gene21437|Level=1	0.415	0.288	0.549	0.248	0.387	0.228	0.141	0.157	0.128
raly|rna47306|gene23642|Level=1	0.977	0.624	0.856	0.974	1.090	0.131	0.336	0.056	0.000
ramac|rna52474|gene26842|Level=1	10.780	7.533	6.666	6.589	10.379	11.366	13.010	9.835	6.683
ramp1|rna63088|gene33475|Level=1	6.254	5.243	5.542	6.460	8.594	6.462	7.592	5.950	6.264
ramp2|rna53938|gene27741|Level=1	1.424	1.033	1.407	2.474	2.499	0.961	1.203	1.602	2.385
ramp3|rna37924|gene17668|Level=1	5.496	3.264	6.190	4.730	4.452	1.477	3.326	1.606	3.617
ranbp1|rna21090|gene6529|Level=1	131.224	118.798	122.357	118.800	147.312	187.802	174.020	114.705	118.103
ranbp2|rna25550|gene7913|Level=1	14.993	12.605	13.081	12.615	16.353	19.322	22.692	18.590	15.618
ranbp3l|rna55555|gene28717|Level=1	36.626	129.320	185.060	64.954	66.070	68.184	54.394	59.466	39.373
ranbp3|rna5528|gene1684|Level=1	18.983	13.933	12.870	14.146	17.803	18.193	19.779	21.908	14.986
ranbp9|rna1309|gene420|Level=1	44.775	58.053	38.910	50.020	39.151	42.961	63.117	54.914	40.539
rangap1|rna15137|gene4649|Level=1	24.097	17.936	19.938	16.149	24.190	27.314	28.471	21.718	19.565
rangrf|rna18071|gene5573|Level=1	12.273	11.821	11.857	16.522	14.419	22.830	30.674	23.622	12.960
ran|rna52468|gene26839|Level=1	441.587	412.444	410.017	392.062	423.757	530.040	517.947	411.945	422.147
rap1a|rna14643|gene4498|Level=1	70.261	52.524	61.271	56.503	65.270	55.181	66.943	62.913	53.581
rap1b|rna38400|gene17933|Level=1	136.222	140.402	139.846	127.090	176.142	139.476	147.465	138.996	130.603
rap1gap2|rna39870|gene18933|Level=1	1.384	1.417	1.249	0.833	1.271	1.062	1.009	1.545	1.062
rap1gap|rna63828|gene33882|Level=1	1.787	3.079	2.973	1.862	4.311	3.074	5.490	4.995	5.702
rap1gds1|rna51016|gene25882|Level=1	22.719	20.981	18.077	14.541	22.656	22.732	19.708	20.030	20.372
rap1gds1|rna61044|gene32221|Level=2	0.310	0.210	0.237	0.392	0.231	0.171	0.492	0.299	0.036
rap2a|rna16354|gene5020|Level=1	10.566	7.303	6.822	5.538	8.080	8.761	10.038	9.641	8.568
rap2b|rna8922|gene2694|Level=1	89.168	114.080	211.348	174.930	146.895	90.288	121.763	113.207	127.819
rap2c|rna7034|gene2142|Level=1	10.501	9.938	10.355	10.620	13.678	14.038	14.070	11.080	12.578
rapgef1|rna16368|gene5023|Level=1	36.940	20.495	20.814	17.878	28.203	31.510	29.176	30.524	26.008
rapgef2|rna51115|gene25939|Level=1	15.257	11.081	13.909	11.211	16.002	14.649	14.201	15.354	15.291
rapgef3|rna55213|gene28540|Level=1	1.750	1.311	2.499	1.786	2.693	1.876	0.580	1.004	0.404
rapgef4|rna53138|gene27261|Level=1	0.647	0.687	0.752	0.672	0.771	0.238	0.320	0.539	0.980
rapgef5|rna48879|gene24573|Level=1	5.758	8.701	10.463	10.939	11.981	7.962	9.866	24.316	12.693
rapgef6|rna41196|gene19816|Level=1	3.605	4.320	3.610	2.873	4.294	3.471	5.511	6.696	4.817
rapgefl1|rna44453|gene21796|Level=1	1.543	2.657	2.735	4.186	3.087	2.387	3.875	10.675	6.913
raph1|rna37479|gene17369|Level=1	15.331	12.115	13.380	9.454	16.620	21.134	34.589	32.927	18.514
raph1|rna45433|gene22421|Level=2	31.480	30.255	30.022	23.104	30.868	36.437	55.115	58.406	34.788
rapsn|rna8618|gene2592|Level=1	19.483	4.842	6.527	9.992	6.276	8.106	8.478	6.803	14.001
rara|rna28741|gene9651|Level=1	4.847	2.710	9.261	6.138	12.921	11.804	6.444	12.464	14.760
rara|rna54296|gene27969|Level=1	9.475	4.315	7.906	10.694	14.143	14.053	9.731	14.264	13.083
rarb|rna50882|gene25802|Level=1	0.168	0.131	0.165	0.125	0.166	0.267	0.122	0.220	0.246
rarg-like.1|rna30847|gene11728|Level=1	93.224	63.996	20.888	31.403	33.940	40.816	98.791	106.691	75.784
rarg|rna54744|gene28250|Level=1	31.037	36.748	20.814	22.032	20.680	25.770	31.990	36.740	20.127
rarres1|rna517|gene175|Level=1	16.622	19.460	23.764	26.203	28.070	21.586	27.633	35.175	38.541
rarres2|rna2869|gene893|Level=1	0.260	0.396	1.079	1.778	2.133	0.693	0.723	1.839	1.949
rarres2|rna45941|gene22777|Level=1	0.226	0.337	0.413	0.698	1.382	0.499	0.547	1.596	1.948
rars1|rna21329|gene6604|Level=1	59.961	48.944	45.066	48.478	52.659	68.015	72.001	68.415	66.587
rars2|rna26613|gene8234|Level=1	10.866	10.606	8.866	10.495	10.429	10.492	13.710	15.060	11.555
ras-dva1|rna47416|gene23701|Level=1	1.667	2.605	3.220	8.154	3.743	1.741	3.668	6.365	37.487
ras-dva2|rna60656|gene32010|Level=1	0.339	0.303	0.253	0.470	0.317	0.000	0.000	0.160	0.000
rasa1|rna42888|gene20839|Level=1	24.787	26.633	26.848	23.735	31.236	30.660	31.929	30.425	21.354
rasa2|rna10944|gene3342|Level=1	5.472	5.501	5.167	4.393	6.036	6.137	8.218	8.855	7.646
rasa3|rna39377|gene18607|Level=1	3.518	3.617	5.137	3.803	6.230	7.133	8.517	7.710	6.857
rasa4|rna61486|gene32485|Level=1	1.778	2.410	2.665	2.873	3.249	3.300	2.500	3.312	2.432
rasal1|rna1121|gene357|Level=1	14.449	21.688	15.446	13.950	10.345	16.556	25.908	39.828	17.372
rasal2|rna40331|gene19251|Level=1	11.183	10.038	11.759	10.998	13.486	11.542	12.521	14.136	10.548
rasal3|rna12287|gene3757|Level=1	0.177	0.214	0.253	0.454	0.688	1.192	1.257	2.920	2.035
rasd1|rna2388|gene746|Level=1	50.200	68.519	38.513	45.528	29.497	27.033	33.258	34.998	32.535
rasd2|rna7426|gene2259|Level=1	0.461	0.325	0.204	0.204	0.266	0.433	0.586	0.514	0.344
rasef|rna35930|gene16354|Level=1	41.953	39.939	28.237	28.762	36.022	33.596	32.846	38.711	27.387
rasgef1a|rna8575|gene2583|Level=1	18.126	34.717	10.501	18.531	13.637	19.587	38.840	36.540	12.957
rasgef1b|rna27113|gene8383|Level=1	8.892	6.899	3.484	3.242	13.227	5.193	7.433	4.947	6.085
rasgrf2|rna58725|gene30747|Level=1	1.555	2.713	2.958	2.242	1.613	2.222	2.594	4.199	2.593
rasgrp1|rna22381|gene6940|Level=1	2.440	1.427	1.023	1.650	2.507	6.857	13.440	10.438	7.978
rasgrp2|rna51163|gene25976|Level=1	3.053	2.114	5.017	4.387	5.357	2.629	3.288	3.654	3.048
rasgrp3|rna51977|gene26501|Level=1	0.712	0.695	1.122	0.879	1.490	0.546	0.648	0.612	0.871
rasgrp4|rna46283|gene22979|Level=1	0.592	1.036	0.995	1.511	4.415	2.346	3.938	7.481	4.489
rasip1|rna59931|gene31543|Level=1	4.674	3.199	3.448	3.140	4.889	1.563	2.582	2.591	2.978
rasl10a|rna11511|gene3507|Level=1	4.314	6.727	7.707	7.008	9.920	4.881	4.038	5.571	5.174
rasl10b|rna59079|gene30955|Level=1	0.423	0.610	0.321	0.757	0.190	0.120	0.080	0.093	0.000
rasl11a|rna42423|gene20550|Level=1	1.329	0.991	1.371	0.976	1.480	1.448	1.035	0.991	1.704
rasl11b|rna14670|gene4507|Level=1	34.313	30.355	35.663	31.513	24.895	36.720	62.285	67.775	59.799
rasl12|rna50241|gene25391|Level=1	0.119	0.142	0.089	0.207	0.342	0.217	0.543	0.880	0.672
rassf10|rna36307|gene16586|Level=1	8.564	8.449	6.579	4.168	14.206	5.197	6.617	5.300	2.489
rassf1|rna59874|gene31504|Level=1	24.738	42.715	26.550	27.131	19.048	18.206	27.511	25.169	34.589
rassf2|rna9177|gene2781|Level=1	8.300	8.707	12.696	13.585	15.885	15.799	20.738	23.621	29.423
rassf3|rna46255|gene22962|Level=1	46.674	68.120	44.264	41.479	42.940	55.799	72.441	68.615	40.706
rassf4|rna3379|gene1053|Level=1	4.680	4.190	4.349	4.223	4.217	4.440	4.964	5.787	4.679
rassf5|rna11776|gene3582|Level=1	0.159	0.238	0.167	0.376	0.752	0.368	0.949	1.123	0.948
rassf6|rna56034|gene29041|Level=1	25.542	43.130	46.216	44.178	40.774	26.185	37.751	83.432	51.375
rassf7|rna10062|gene3071|Level=1	29.472	42.782	52.867	43.075	33.895	28.789	36.708	53.474	39.685
rassf8|rna62073|gene32839|Level=1	9.550	4.901	4.542	4.099	6.087	4.655	6.033	7.804	6.053
raver1|rna44701|gene21944|Level=1	16.197	14.459	14.659	10.071	13.615	16.256	14.079	9.472	7.976
raver2|rna210|gene71|Level=1	15.396	17.297	14.172	13.510	14.213	16.195	20.493	20.754	15.847
rb1cc1|rna38424|gene17949|Level=1	8.948	11.090	10.357	10.334	13.100	11.082	14.774	15.704	10.221
rb1|rna59833|gene31483|Level=1	5.934	4.342	4.888	2.982	4.610	6.343	6.962	5.599	3.774
rbak-rbakdn|rna22139|gene6858|Level=2	4.223	5.558	3.401	5.179	5.571	5.557	5.813	6.867	3.565
rbbp4|rna47632|gene23818|Level=1	46.845	40.192	42.388	38.454	43.191	47.371	51.454	49.862	42.710
rbbp5|rna11444|gene3484|Level=1	30.997	30.297	29.111	29.084	33.287	37.005	37.553	32.189	27.692
rbbp6|rna37989|gene17681|Level=1	10.688	7.856	8.429	10.896	11.619	12.578	13.320	15.691	10.203
rbbp7|rna9259|gene2811|Level=1	236.128	255.855	216.408	225.875	185.189	256.777	246.791	214.526	178.005
rbbp8nl|rna23666|gene7322|Level=1	28.318	35.765	32.531	21.246	34.547	20.997	19.591	23.870	17.945
rbbp8|rna43932|gene21493|Level=1	11.959	16.803	10.396	11.578	9.952	11.311	21.123	35.187	9.860
rbbp9|rna3767|gene1176|Level=1	17.838	23.710	15.515	15.070	16.406	21.195	16.868	12.653	17.777
rbck1|rna46119|gene22878|Level=1	7.702	7.178	5.686	7.543	8.306	7.860	8.095	9.167	10.095
rbck1|rna48675|gene24450|Level=2	9.438	8.673	8.403	5.848	13.568	14.174	13.722	15.804	10.336
rbfa|rna10736|gene3276|Level=1	25.370	25.518	26.796	29.988	31.412	29.625	29.786	21.731	17.114
rbfox1|rna35617|gene16129|Level=1	0.120	0.097	0.265	0.057	0.385	0.083	0.017	0.026	0.028
rbfox2|rna11330|gene3446|Level=1	42.974	22.588	30.017	22.384	33.940	33.761	35.397	50.429	41.009
rbfox3|rna39309|gene18546|Level=1	1.874	0.841	1.169	0.688	1.069	0.509	0.313	0.371	0.234
rbis|rna15558|gene4769|Level=1	25.083	21.172	24.470	25.684	28.677	45.049	44.745	32.437	35.891
rbks|rna52843|gene27069|Level=1	10.745	13.395	10.494	11.393	10.202	9.455	10.714	13.210	10.677
rbl1|rna8567|gene2581|Level=1	16.549	11.102	13.997	14.268	23.580	18.028	14.532	18.437	14.545
rbl2|rna52890|gene27104|Level=1	8.275	10.890	11.337	10.142	11.412	8.865	11.593	14.225	7.919
rbm11|rna21902|gene6781|Level=1	5.371	6.981	5.000	5.288	6.477	6.279	8.293	11.698	8.250
rbm12b.1|rna21488|gene6654|Level=1	7.837	5.731	5.635	6.570	9.961	9.918	10.034	9.389	7.721
rbm12b.2|rna64090|gene34051|Level=1	7.433	4.820	3.424	5.537	9.216	7.941	9.757	9.559	6.514
rbm12b.3|rna45636|gene22578|Level=1	6.782	6.121	5.990	6.952	16.624	9.755	11.992	10.805	5.918
rbm12|rna21083|gene6526|Level=1	6.648	7.875	9.654	7.498	10.716	8.080	11.543	7.993	5.346
rbm14|rna21421|gene6633|Level=1	33.939	30.643	28.177	26.959	61.758	42.350	52.532	50.566	30.664
rbm15b|rna58183|gene30384|Level=1	9.296	6.906	10.271	8.392	11.669	10.380	11.001	11.393	9.401
rbm15|rna4737|gene1467|Level=1	9.551	9.525	7.952	9.278	12.735	10.557	11.620	10.865	9.492
rbm17|rna23652|gene7316|Level=1	21.512	17.755	16.618	17.518	20.238	23.839	23.782	22.034	18.134
rbm18|rna1353|gene433|Level=1	13.385	9.876	13.997	10.665	12.684	13.171	11.718	10.549	9.290
rbm19|rna4723|gene1461|Level=1	10.818	10.618	8.821	10.736	13.148	21.250	19.489	14.064	16.046
rbm20|rna4085|gene1278|Level=1	4.032	1.121	0.598	0.751	1.545	1.712	1.857	1.116	1.422
rbm22|rna10813|gene3302|Level=1	56.335	60.212	46.221	49.894	57.307	68.165	68.990	71.302	70.392
rbm23|rna48362|gene24274|Level=1	14.705	13.106	11.614	14.360	14.458	16.044	19.737	26.386	15.229
rbm24|rna9019|gene2724|Level=1	39.578	13.002	13.132	13.756	14.911	15.714	14.208	14.412	23.093
rbm25|rna7303|gene2215|Level=1	61.622	62.937	54.291	61.036	68.111	72.664	91.142	107.270	84.090
rbm26|rna14024|gene4299|Level=1	13.980	13.707	13.815	9.963	14.851	15.681	20.497	18.469	13.040
rbm27|rna50625|gene25654|Level=1	6.224	5.998	5.888	5.429	8.780	8.811	9.583	9.052	6.957
rbm28|rna17034|gene5244|Level=1	21.841	17.434	21.125	22.512	30.455	42.785	41.366	27.556	29.013
rbm33|rna36025|gene16404|Level=1	11.188	11.200	10.880	7.852	12.574	12.482	16.010	16.683	10.999
rbm34|rna7491|gene2275|Level=1	11.771	9.569	7.417	11.224	15.871	20.256	19.237	14.045	15.886
rbm38|rna41407|gene19927|Level=1	13.576	11.711	11.249	12.857	7.947	8.925	9.792	8.094	4.571
